,PCP_PC,PCP_PO,PCP_NP,PCP_CY,PCP_AR,PCP_BS,PCP_HB,PCP_HL,PCP_SC,PCP_SM,PCP_LR,type
276,0.139,0.226,0.485,0.063,0.061,0.139,0.496,0.238,0.061,0.494,0.506,DNA
277,0.176,0.241,0.426,0.056,0.111,0.176,0.407,0.25,0.056,0.417,0.583,DNA
278,0.165,0.13,0.537,0.056,0.068,0.165,0.487,0.235,0.017,0.459,0.541,DNA
279,0.176,0.213,0.454,0.037,0.028,0.176,0.463,0.241,0.028,0.398,0.602,DNA
280,0.145,0.257,0.484,0.128,0.064,0.145,0.489,0.298,0.041,0.598,0.402,DNA
281,0.147,0.181,0.475,0.045,0.068,0.147,0.503,0.215,0.023,0.452,0.548,DNA
282,0.173,0.166,0.443,0.028,0.066,0.173,0.433,0.273,0.035,0.446,0.554,DNA
283,0.159,0.247,0.44,0.027,0.115,0.159,0.451,0.192,0.033,0.368,0.632,DNA
284,0.127,0.159,0.573,0.05,0.056,0.127,0.531,0.203,0.024,0.541,0.459,DNA
285,0.214,0.298,0.382,0.038,0.053,0.214,0.443,0.275,0.015,0.519,0.481,DNA
286,0.118,0.233,0.477,0.087,0.052,0.118,0.491,0.282,0.049,0.519,0.481,DNA
287,0.186,0.217,0.409,0.077,0.077,0.186,0.443,0.303,0.031,0.463,0.537,DNA
288,0.125,0.275,0.449,0.083,0.079,0.125,0.461,0.271,0.042,0.56,0.44,DNA
289,0.166,0.248,0.45,0.068,0.062,0.166,0.443,0.28,0.023,0.524,0.476,DNA
290,0.109,0.1,0.702,0.064,0.031,0.109,0.345,0.184,0.017,0.754,0.246,DNA
291,0.152,0.162,0.513,0.056,0.051,0.152,0.492,0.241,0.043,0.475,0.525,DNA
292,0.194,0.275,0.306,0.031,0.044,0.194,0.312,0.269,0.019,0.469,0.531,DNA
293,0.179,0.216,0.425,0.095,0.066,0.179,0.441,0.322,0.039,0.445,0.555,DNA
294,0.109,0.229,0.498,0.043,0.087,0.109,0.415,0.215,0.058,0.572,0.428,DNA
295,0.142,0.224,0.423,0.071,0.057,0.142,0.473,0.26,0.018,0.541,0.459,DNA
296,0.162,0.233,0.431,0.061,0.092,0.162,0.485,0.28,0.032,0.463,0.537,DNA
297,0.231,0.148,0.426,0.028,0.102,0.231,0.407,0.343,0.019,0.426,0.574,DNA
298,0.165,0.177,0.49,0.056,0.056,0.165,0.431,0.281,0.017,0.595,0.405,DNA
299,0.151,0.18,0.479,0.058,0.046,0.151,0.412,0.273,0.014,0.62,0.38,DNA
300,0.182,0.167,0.53,0.038,0.03,0.182,0.462,0.28,0.008,0.515,0.485,DNA
301,0.182,0.167,0.53,0.038,0.03,0.182,0.462,0.28,0.008,0.515,0.485,DNA
302,0.113,0.293,0.449,0.097,0.057,0.113,0.465,0.266,0.035,0.619,0.381,DNA
303,0.262,0.146,0.505,0.01,0.058,0.262,0.408,0.291,0.019,0.466,0.534,DNA
304,0.225,0.132,0.527,0.039,0.031,0.225,0.457,0.31,0.008,0.481,0.519,DNA
305,0.231,0.138,0.515,0.038,0.031,0.231,0.446,0.315,0.008,0.469,0.531,DNA
306,0.208,0.162,0.515,0.038,0.031,0.208,0.454,0.292,0.008,0.5,0.5,DNA
307,0.164,0.228,0.458,0.039,0.103,0.164,0.486,0.247,0.042,0.422,0.578,DNA
308,0.142,0.221,0.426,0.046,0.066,0.142,0.451,0.268,0.031,0.465,0.535,DNA
309,0.17,0.121,0.496,0.038,0.091,0.17,0.508,0.242,0.027,0.398,0.602,DNA
310,0.174,0.249,0.404,0.056,0.07,0.174,0.46,0.258,0.052,0.437,0.563,DNA
311,0.163,0.237,0.426,0.032,0.087,0.163,0.451,0.237,0.043,0.472,0.528,DNA
312,0.153,0.173,0.478,0.028,0.076,0.153,0.456,0.235,0.025,0.501,0.499,DNA
313,0.171,0.207,0.435,0.033,0.048,0.171,0.435,0.246,0.024,0.456,0.544,DNA
314,0.147,0.165,0.482,0.022,0.089,0.147,0.455,0.241,0.022,0.446,0.554,DNA
315,0.159,0.209,0.461,0.019,0.074,0.159,0.481,0.229,0.047,0.45,0.55,DNA
316,0.226,0.177,0.411,0.032,0.056,0.226,0.419,0.282,0.016,0.395,0.605,DNA
317,0.103,0.382,0.427,0.05,0.021,0.103,0.446,0.181,0.031,0.516,0.484,DNA
318,0.146,0.184,0.49,0.045,0.079,0.146,0.501,0.253,0.024,0.49,0.51,DNA
319,0.195,0.176,0.488,0.06,0.074,0.195,0.481,0.3,0.043,0.44,0.56,DNA
320,0.125,0.267,0.462,0.046,0.09,0.125,0.5,0.211,0.044,0.491,0.509,DNA
321,0.096,0.128,0.617,0.043,0.085,0.096,0.596,0.181,0.043,0.511,0.489,DNA
322,0.149,0.224,0.47,0.06,0.078,0.149,0.451,0.239,0.03,0.575,0.425,DNA
323,0.105,0.206,0.35,0.021,0.049,0.105,0.399,0.252,0.014,0.542,0.458,DNA
324,0.161,0.184,0.495,0.064,0.094,0.161,0.498,0.237,0.06,0.385,0.615,DNA
325,0.148,0.187,0.462,0.03,0.077,0.148,0.47,0.227,0.023,0.471,0.529,DNA
326,0.16,0.184,0.493,0.026,0.064,0.16,0.487,0.239,0.047,0.504,0.496,DNA
327,0.173,0.231,0.402,0.029,0.092,0.173,0.418,0.265,0.036,0.47,0.53,DNA
328,0.197,0.211,0.447,0.051,0.062,0.197,0.438,0.278,0.048,0.444,0.556,DNA
329,0.219,0.264,0.368,0.053,0.085,0.219,0.38,0.302,0.058,0.454,0.546,DNA
330,0.136,0.2,0.56,0.074,0.059,0.136,0.531,0.21,0.02,0.58,0.42,DNA
331,0.128,0.201,0.533,0.086,0.08,0.128,0.51,0.243,0.027,0.534,0.466,DNA
332,0.133,0.133,0.587,0.078,0.055,0.133,0.559,0.238,0.018,0.543,0.457,DNA
333,0.197,0.268,0.362,0.039,0.11,0.197,0.386,0.291,0.039,0.37,0.63,DNA
334,0.206,0.298,0.389,0.038,0.053,0.206,0.443,0.267,0.015,0.527,0.473,DNA
335,0.141,0.191,0.518,0.032,0.059,0.141,0.527,0.205,0.041,0.555,0.445,DNA
336,0.198,0.192,0.358,0.03,0.065,0.198,0.365,0.298,0.032,0.425,0.575,DNA
337,0.132,0.245,0.464,0.085,0.087,0.132,0.496,0.275,0.059,0.511,0.489,DNA
338,0.152,0.203,0.483,0.028,0.102,0.152,0.487,0.263,0.032,0.455,0.545,DNA
339,0.177,0.175,0.513,0.048,0.051,0.177,0.476,0.266,0.022,0.524,0.476,DNA
340,0.1,0.242,0.461,0.059,0.064,0.1,0.388,0.201,0.046,0.534,0.466,DNA
341,0.174,0.265,0.4,0.018,0.099,0.174,0.436,0.242,0.006,0.489,0.511,DNA
342,0.089,0.364,0.377,0.079,0.092,0.089,0.449,0.256,0.069,0.548,0.452,DNA
343,0.138,0.228,0.47,0.03,0.112,0.138,0.483,0.216,0.052,0.431,0.569,DNA
344,0.126,0.26,0.424,0.047,0.056,0.126,0.448,0.244,0.034,0.525,0.475,DNA
345,0.16,0.19,0.525,0.055,0.095,0.16,0.525,0.25,0.045,0.465,0.535,DNA
346,0.142,0.17,0.534,0.097,0.105,0.142,0.51,0.275,0.004,0.49,0.51,DNA
347,0.153,0.2,0.476,0.036,0.114,0.153,0.499,0.232,0.027,0.474,0.526,DNA
348,0.131,0.339,0.429,0.107,0.097,0.131,0.429,0.277,0.028,0.571,0.429,DNA
349,0.213,0.181,0.447,0.053,0.064,0.213,0.426,0.287,0.032,0.426,0.574,DNA
350,0.146,0.221,0.431,0.098,0.073,0.146,0.443,0.286,0.048,0.496,0.504,DNA
351,0.163,0.25,0.481,0.038,0.038,0.163,0.49,0.231,0.067,0.5,0.5,DNA
352,0.156,0.142,0.538,0.044,0.062,0.156,0.52,0.222,0.018,0.449,0.551,DNA
353,0.174,0.221,0.438,0.046,0.078,0.174,0.482,0.245,0.069,0.458,0.542,DNA
354,0.148,0.161,0.516,0.068,0.101,0.148,0.511,0.23,0.03,0.481,0.519,DNA
355,0.138,0.254,0.462,0.103,0.09,0.138,0.482,0.297,0.052,0.535,0.465,DNA
356,0.151,0.102,0.611,0.081,0.063,0.151,0.537,0.232,0.014,0.47,0.53,DNA
357,0.128,0.261,0.46,0.118,0.047,0.128,0.46,0.318,0.024,0.64,0.36,DNA
358,0.171,0.206,0.453,0.053,0.088,0.171,0.441,0.271,0.006,0.429,0.571,DNA
359,0.144,0.286,0.441,0.1,0.067,0.144,0.455,0.273,0.038,0.539,0.461,DNA
360,0.181,0.198,0.427,0.034,0.078,0.181,0.474,0.283,0.024,0.44,0.56,DNA
361,0.169,0.232,0.465,0.073,0.044,0.169,0.441,0.286,0.014,0.593,0.407,DNA
362,0.169,0.157,0.494,0.022,0.101,0.169,0.472,0.202,0.067,0.461,0.539,DNA
363,0.117,0.29,0.467,0.091,0.067,0.117,0.458,0.258,0.038,0.607,0.393,DNA
364,0.134,0.167,0.577,0.072,0.072,0.134,0.551,0.22,0.026,0.531,0.469,DNA
365,0.156,0.237,0.43,0.022,0.096,0.156,0.474,0.222,0.037,0.422,0.578,DNA
366,0.15,0.207,0.507,0.043,0.093,0.15,0.5,0.221,0.05,0.414,0.586,DNA
367,0.226,0.204,0.436,0.115,0.025,0.226,0.409,0.348,0.021,0.547,0.453,DNA
368,0.195,0.152,0.44,0.037,0.072,0.195,0.42,0.273,0.055,0.425,0.575,DNA
369,0.191,0.207,0.411,0.026,0.068,0.191,0.434,0.275,0.01,0.411,0.589,DNA
370,0.161,0.175,0.47,0.04,0.073,0.161,0.474,0.226,0.024,0.421,0.579,DNA
371,0.133,0.211,0.487,0.039,0.104,0.133,0.495,0.219,0.043,0.419,0.581,DNA
372,0.142,0.184,0.506,0.042,0.092,0.142,0.494,0.238,0.017,0.456,0.544,DNA
373,0.138,0.199,0.471,0.066,0.06,0.138,0.477,0.257,0.032,0.523,0.477,DNA
374,0.273,0.121,0.409,0.015,0.076,0.273,0.379,0.303,0.045,0.439,0.561,DNA
375,0.127,0.261,0.484,0.084,0.057,0.127,0.42,0.234,0.027,0.648,0.352,DNA
376,0.199,0.212,0.404,0.007,0.046,0.199,0.43,0.252,0.026,0.397,0.603,DNA
377,0.203,0.175,0.42,0.035,0.056,0.203,0.413,0.245,0.028,0.455,0.545,DNA
378,0.115,0.252,0.411,0.033,0.093,0.115,0.446,0.245,0.041,0.491,0.509,DNA
379,0.158,0.218,0.513,0.087,0.067,0.158,0.493,0.258,0.05,0.517,0.483,DNA
380,0.237,0.172,0.387,0.075,0.086,0.237,0.419,0.366,0.022,0.441,0.559,DNA
381,0.148,0.227,0.488,0.039,0.116,0.148,0.463,0.234,0.035,0.44,0.56,DNA
382,0.17,0.239,0.417,0.056,0.078,0.17,0.427,0.267,0.049,0.518,0.482,DNA
383,0.169,0.23,0.414,0.05,0.078,0.169,0.416,0.26,0.054,0.518,0.482,DNA
384,0.155,0.171,0.465,0.03,0.102,0.155,0.466,0.244,0.025,0.413,0.587,DNA
385,0.124,0.207,0.485,0.07,0.094,0.124,0.462,0.251,0.033,0.472,0.528,DNA
386,0.142,0.262,0.483,0.082,0.06,0.142,0.42,0.271,0.082,0.549,0.451,DNA
387,0.121,0.215,0.577,0.185,0.087,0.121,0.528,0.321,0.019,0.611,0.389,DNA
388,0.137,0.243,0.527,0.137,0.067,0.137,0.482,0.31,0.019,0.581,0.419,DNA
389,0.147,0.273,0.403,0.07,0.093,0.147,0.444,0.265,0.043,0.497,0.503,DNA
390,0.206,0.188,0.506,0.056,0.075,0.206,0.462,0.275,0.025,0.456,0.544,RNA
391,0.141,0.216,0.488,0.075,0.084,0.141,0.49,0.245,0.043,0.508,0.492,RNA
392,0.162,0.218,0.536,0.061,0.084,0.162,0.547,0.24,0.034,0.559,0.441,RNA
393,0.205,0.149,0.504,0.052,0.056,0.205,0.485,0.291,0.026,0.459,0.541,RNA
394,0.232,0.172,0.46,0.048,0.088,0.232,0.476,0.312,0.028,0.384,0.616,RNA
395,0.208,0.193,0.491,0.061,0.085,0.208,0.467,0.292,0.038,0.406,0.594,RNA
396,0.198,0.195,0.481,0.047,0.072,0.198,0.456,0.272,0.037,0.498,0.502,RNA
397,0.197,0.176,0.488,0.045,0.09,0.197,0.463,0.299,0.008,0.422,0.578,RNA
398,0.221,0.106,0.51,0.029,0.048,0.221,0.442,0.308,0.01,0.519,0.481,RNA
399,0.212,0.172,0.475,0.025,0.096,0.212,0.495,0.263,0.03,0.409,0.591,RNA
400,0.154,0.22,0.528,0.073,0.065,0.154,0.488,0.244,0.033,0.463,0.537,RNA
401,0.154,0.176,0.495,0.043,0.082,0.154,0.484,0.233,0.025,0.444,0.556,RNA
402,0.333,0.176,0.373,0.039,0.078,0.333,0.431,0.49,0.059,0.333,0.667,RNA
403,0.234,0.234,0.468,0.048,0.096,0.234,0.521,0.319,0.037,0.479,0.521,RNA
404,0.153,0.187,0.557,0.107,0.057,0.153,0.553,0.282,0.042,0.447,0.553,RNA
405,0.204,0.23,0.37,0.081,0.074,0.204,0.389,0.304,0.044,0.493,0.507,RNA
406,0.142,0.197,0.474,0.023,0.092,0.142,0.449,0.206,0.03,0.46,0.54,RNA
407,0.158,0.215,0.455,0.052,0.079,0.158,0.486,0.243,0.038,0.454,0.546,RNA
408,0.209,0.13,0.47,0.026,0.052,0.209,0.452,0.296,0.043,0.452,0.548,RNA
409,0.166,0.149,0.423,0.033,0.029,0.166,0.378,0.22,0.004,0.527,0.473,RNA
410,0.134,0.236,0.466,0.035,0.111,0.134,0.469,0.23,0.026,0.51,0.49,RNA
411,0.108,0.113,0.491,0.042,0.033,0.108,0.486,0.193,0.033,0.557,0.443,RNA
412,0.182,0.144,0.485,0.015,0.038,0.182,0.477,0.227,0.076,0.492,0.508,RNA
413,0.266,0.128,0.498,0.044,0.079,0.266,0.473,0.345,0.03,0.409,0.591,RNA
414,0.145,0.127,0.537,0.018,0.046,0.145,0.498,0.191,0.042,0.502,0.498,RNA
415,0.155,0.205,0.457,0.032,0.104,0.155,0.492,0.262,0.047,0.454,0.546,RNA
416,0.231,0.185,0.462,0.023,0.069,0.231,0.4,0.277,0.031,0.423,0.577,RNA
417,0.248,0.186,0.455,0.055,0.076,0.248,0.428,0.317,0.055,0.359,0.641,RNA
418,0.179,0.207,0.51,0.062,0.069,0.179,0.51,0.297,0.055,0.545,0.455,RNA
419,0.218,0.193,0.454,0.059,0.025,0.218,0.521,0.294,0.042,0.479,0.521,RNA
420,0.242,0.179,0.526,0.063,0.074,0.242,0.463,0.326,0.032,0.453,0.547,RNA
421,0.19,0.195,0.506,0.086,0.063,0.19,0.494,0.299,0.023,0.529,0.471,RNA
422,0.23,0.18,0.46,0.087,0.05,0.23,0.478,0.354,0.037,0.435,0.565,RNA
423,0.242,0.086,0.539,0.055,0.109,0.242,0.461,0.359,0.047,0.398,0.602,RNA
424,0.182,0.166,0.517,0.091,0.088,0.182,0.473,0.307,0.024,0.466,0.534,RNA
425,0.275,0.233,0.4,0.033,0.05,0.275,0.442,0.317,0.017,0.358,0.642,RNA
426,0.268,0.232,0.375,0.018,0.125,0.268,0.375,0.357,0.089,0.429,0.571,RNA
427,0.259,0.118,0.494,0.012,0.059,0.259,0.388,0.306,0.024,0.518,0.482,RNA
428,0.216,0.114,0.568,0.045,0.045,0.216,0.443,0.295,0.011,0.591,0.409,RNA
429,0.247,0.129,0.518,0.024,0.071,0.247,0.4,0.306,0.024,0.494,0.506,RNA
430,0.209,0.132,0.538,0.011,0.066,0.209,0.407,0.264,0.022,0.549,0.451,RNA
431,0.22,0.118,0.528,0.016,0.031,0.22,0.48,0.276,0.008,0.551,0.449,RNA
432,0.167,0.11,0.557,0.043,0.067,0.167,0.486,0.248,0.019,0.414,0.586,RNA
433,0.251,0.131,0.472,0.045,0.06,0.251,0.472,0.342,0.005,0.462,0.538,RNA
434,0.273,0.2,0.4,0.036,0.091,0.273,0.436,0.345,0.036,0.455,0.545,RNA
435,0.131,0.193,0.479,0.033,0.062,0.131,0.492,0.203,0.059,0.482,0.518,RNA
436,0.143,0.143,0.528,0.056,0.037,0.143,0.516,0.224,0.043,0.509,0.491,RNA
437,0.145,0.145,0.532,0.057,0.062,0.145,0.515,0.229,0.032,0.532,0.468,RNA
438,0.309,0.182,0.4,0.036,0.073,0.309,0.436,0.364,0.018,0.382,0.618,RNA
439,0.303,0.242,0.348,0.03,0.061,0.303,0.394,0.379,0.076,0.455,0.545,RNA
440,0.317,0.144,0.462,0.01,0.029,0.317,0.433,0.337,0.01,0.385,0.615,RNA
441,0.127,0.304,0.422,0.039,0.059,0.127,0.402,0.235,0.02,0.539,0.461,RNA
442,0.253,0.184,0.391,0.023,0.092,0.253,0.425,0.333,0.103,0.345,0.655,RNA
443,0.283,0.183,0.467,0.15,0.033,0.283,0.55,0.433,0.1,0.533,0.467,RNA
444,0.164,0.142,0.53,0.039,0.073,0.164,0.504,0.241,0.026,0.573,0.427,RNA
445,0.163,0.142,0.567,0.071,0.043,0.163,0.56,0.262,0.05,0.504,0.496,RNA
446,0.142,0.121,0.582,0.071,0.035,0.142,0.56,0.255,0.05,0.574,0.426,RNA
447,0.203,0.203,0.441,0.034,0.0,0.203,0.492,0.288,0.017,0.492,0.508,RNA
448,0.175,0.159,0.571,0.079,0.032,0.175,0.603,0.27,0.095,0.492,0.508,RNA
449,0.163,0.106,0.545,0.065,0.033,0.163,0.537,0.236,0.033,0.463,0.537,RNA
450,0.163,0.106,0.545,0.065,0.033,0.163,0.537,0.236,0.033,0.463,0.537,RNA
451,0.128,0.245,0.464,0.02,0.066,0.128,0.49,0.245,0.036,0.541,0.459,RNA
452,0.257,0.158,0.455,0.04,0.059,0.257,0.436,0.327,0.04,0.446,0.554,RNA
453,0.379,0.152,0.273,0.045,0.015,0.379,0.273,0.561,0.015,0.439,0.561,RNA
454,0.153,0.243,0.391,0.038,0.107,0.153,0.44,0.261,0.031,0.442,0.558,RNA
455,0.098,0.167,0.53,0.056,0.009,0.098,0.54,0.195,0.005,0.577,0.423,RNA
456,0.302,0.175,0.444,0.079,0.048,0.302,0.429,0.429,0.032,0.492,0.508,RNA
457,0.152,0.135,0.527,0.04,0.046,0.152,0.485,0.21,0.03,0.455,0.545,RNA
458,0.13,0.261,0.435,0.022,0.098,0.13,0.446,0.217,0.033,0.424,0.576,RNA
459,0.182,0.169,0.568,0.061,0.074,0.182,0.534,0.277,0.027,0.541,0.459,RNA
460,0.18,0.18,0.538,0.069,0.049,0.18,0.508,0.298,0.049,0.534,0.466,RNA
461,0.152,0.133,0.57,0.03,0.055,0.152,0.576,0.2,0.042,0.527,0.473,RNA
462,0.172,0.194,0.483,0.056,0.083,0.172,0.506,0.272,0.044,0.494,0.506,RNA
463,0.176,0.183,0.542,0.065,0.042,0.176,0.51,0.288,0.042,0.539,0.461,RNA
464,0.22,0.302,0.409,0.038,0.05,0.22,0.453,0.302,0.025,0.547,0.453,RNA
465,0.243,0.175,0.534,0.078,0.087,0.243,0.544,0.35,0.058,0.447,0.553,RNA
466,0.307,0.138,0.413,0.011,0.037,0.307,0.397,0.36,0.005,0.429,0.571,RNA
467,0.199,0.168,0.492,0.059,0.066,0.199,0.5,0.309,0.016,0.52,0.48,RNA
468,0.288,0.122,0.462,0.077,0.051,0.288,0.487,0.404,0.013,0.455,0.545,RNA
469,0.199,0.185,0.49,0.046,0.033,0.199,0.464,0.265,0.046,0.536,0.464,RNA
470,0.211,0.19,0.472,0.042,0.07,0.211,0.507,0.303,0.021,0.514,0.486,RNA
471,0.143,0.257,0.495,0.019,0.076,0.143,0.476,0.2,0.019,0.486,0.514,RNA
472,0.202,0.174,0.466,0.028,0.084,0.202,0.421,0.264,0.039,0.421,0.579,RNA
473,0.143,0.21,0.508,0.051,0.062,0.143,0.508,0.226,0.044,0.501,0.499,RNA
474,0.311,0.142,0.462,0.019,0.0,0.311,0.425,0.358,0.028,0.387,0.613,RNA
475,0.175,0.24,0.428,0.052,0.057,0.175,0.459,0.293,0.035,0.528,0.472,RNA
476,0.138,0.201,0.558,0.098,0.04,0.138,0.571,0.268,0.04,0.562,0.438,RNA
477,0.216,0.193,0.446,0.064,0.088,0.216,0.422,0.318,0.014,0.453,0.547,RNA
478,0.186,0.244,0.419,0.012,0.081,0.186,0.477,0.198,0.081,0.43,0.57,RNA
479,0.226,0.142,0.49,0.046,0.073,0.226,0.456,0.31,0.015,0.479,0.521,RNA
480,0.217,0.148,0.502,0.053,0.072,0.217,0.502,0.308,0.034,0.475,0.525,RNA
481,0.217,0.148,0.502,0.053,0.072,0.217,0.502,0.308,0.038,0.471,0.529,RNA
482,0.246,0.144,0.492,0.034,0.025,0.246,0.458,0.297,0.034,0.458,0.542,RNA
483,0.27,0.119,0.468,0.04,0.04,0.27,0.46,0.349,0.024,0.46,0.54,RNA
484,0.25,0.144,0.5,0.061,0.076,0.25,0.477,0.326,0.061,0.364,0.636,RNA
485,0.21,0.128,0.51,0.07,0.099,0.21,0.49,0.313,0.025,0.432,0.568,RNA
486,0.17,0.196,0.477,0.078,0.105,0.17,0.451,0.288,0.026,0.477,0.523,RNA
487,0.222,0.172,0.462,0.045,0.095,0.222,0.439,0.308,0.036,0.452,0.548,RNA
488,0.224,0.135,0.487,0.038,0.064,0.224,0.455,0.301,0.045,0.436,0.564,RNA
489,0.25,0.194,0.408,0.031,0.056,0.25,0.342,0.321,0.01,0.48,0.52,RNA
490,0.263,0.153,0.508,0.0,0.102,0.263,0.466,0.288,0.008,0.415,0.585,RNA
491,0.218,0.17,0.451,0.029,0.063,0.218,0.413,0.286,0.024,0.432,0.568,RNA
492,0.242,0.242,0.316,0.021,0.042,0.242,0.347,0.305,0.053,0.411,0.589,RNA
493,0.185,0.272,0.37,0.033,0.076,0.185,0.337,0.239,0.065,0.554,0.446,RNA
494,0.106,0.175,0.47,0.041,0.037,0.106,0.47,0.189,0.018,0.525,0.475,RNA
495,0.156,0.148,0.564,0.062,0.054,0.156,0.553,0.226,0.031,0.549,0.451,RNA
496,0.292,0.162,0.438,0.038,0.062,0.292,0.446,0.385,0.015,0.454,0.546,RNA
497,0.153,0.211,0.468,0.062,0.105,0.153,0.489,0.269,0.033,0.442,0.558,RNA
498,0.077,0.262,0.515,0.046,0.077,0.077,0.531,0.2,0.038,0.623,0.377,RNA
499,0.16,0.203,0.392,0.039,0.049,0.16,0.343,0.252,0.026,0.549,0.451,RNA
500,0.109,0.321,0.432,0.035,0.058,0.109,0.408,0.204,0.041,0.571,0.429,RNA
501,0.167,0.205,0.5,0.039,0.074,0.167,0.5,0.248,0.039,0.527,0.473,RNA
502,0.203,0.196,0.527,0.054,0.068,0.203,0.514,0.284,0.027,0.534,0.466,RNA
503,0.219,0.228,0.474,0.0,0.053,0.219,0.482,0.228,0.009,0.561,0.439,RNA
504,0.142,0.2,0.466,0.04,0.061,0.142,0.484,0.236,0.044,0.468,0.532,RNA
505,0.156,0.173,0.533,0.146,0.06,0.156,0.414,0.335,0.045,0.529,0.471,RNA
506,0.113,0.202,0.562,0.208,0.038,0.113,0.532,0.365,0.059,0.603,0.397,RNA
507,0.157,0.177,0.56,0.075,0.068,0.157,0.543,0.266,0.031,0.536,0.464,RNA
508,0.204,0.316,0.428,0.026,0.039,0.204,0.474,0.27,0.039,0.605,0.395,RNA
509,0.192,0.212,0.484,0.064,0.08,0.192,0.516,0.276,0.032,0.496,0.504,RNA
510,0.145,0.228,0.423,0.033,0.075,0.145,0.465,0.232,0.046,0.473,0.527,RNA
511,0.154,0.208,0.457,0.058,0.068,0.154,0.447,0.253,0.014,0.495,0.505,RNA
512,0.162,0.237,0.46,0.056,0.076,0.162,0.51,0.283,0.03,0.525,0.475,RNA
513,0.146,0.198,0.503,0.058,0.068,0.146,0.513,0.237,0.029,0.549,0.451,RNA
514,0.211,0.211,0.408,0.092,0.085,0.211,0.479,0.352,0.063,0.472,0.528,RNA
515,0.216,0.184,0.443,0.02,0.059,0.216,0.451,0.278,0.02,0.463,0.537,RNA
516,0.212,0.189,0.439,0.027,0.064,0.212,0.447,0.277,0.061,0.466,0.534,RNA
517,0.216,0.186,0.439,0.027,0.064,0.216,0.443,0.28,0.057,0.462,0.538,RNA
518,0.232,0.134,0.533,0.076,0.065,0.232,0.46,0.333,0.014,0.507,0.493,RNA
519,0.229,0.16,0.502,0.065,0.055,0.229,0.447,0.327,0.015,0.531,0.469,RNA
520,0.143,0.164,0.522,0.055,0.068,0.143,0.502,0.216,0.03,0.478,0.522,RNA
521,0.142,0.164,0.522,0.055,0.068,0.142,0.502,0.216,0.03,0.479,0.521,RNA
522,0.207,0.174,0.565,0.076,0.065,0.207,0.478,0.315,0.022,0.489,0.511,RNA
523,0.142,0.17,0.56,0.124,0.071,0.142,0.532,0.312,0.06,0.486,0.514,RNA
524,0.271,0.22,0.39,0.051,0.051,0.271,0.441,0.39,0.136,0.508,0.492,RNA
525,0.281,0.228,0.421,0.018,0.123,0.281,0.439,0.351,0.018,0.404,0.596,RNA
526,0.169,0.165,0.547,0.07,0.058,0.169,0.519,0.251,0.037,0.494,0.506,RNA
527,0.298,0.246,0.368,0.018,0.035,0.298,0.386,0.333,0.035,0.491,0.509,RNA
528,0.189,0.214,0.448,0.045,0.085,0.189,0.473,0.259,0.025,0.453,0.547,RNA
529,0.159,0.236,0.524,0.062,0.067,0.159,0.534,0.245,0.014,0.538,0.462,RNA
530,0.216,0.189,0.436,0.027,0.064,0.216,0.443,0.28,0.057,0.462,0.538,RNA
531,0.119,0.25,0.518,0.09,0.054,0.119,0.59,0.26,0.072,0.58,0.42,RNA
532,0.231,0.139,0.498,0.062,0.044,0.231,0.432,0.348,0.029,0.546,0.454,RNA
533,0.154,0.111,0.547,0.034,0.043,0.154,0.513,0.214,0.017,0.47,0.53,RNA
534,0.137,0.178,0.535,0.051,0.063,0.137,0.516,0.222,0.031,0.487,0.513,RNA
535,0.234,0.206,0.421,0.065,0.037,0.234,0.421,0.355,0.019,0.43,0.57,RNA
536,0.15,0.173,0.479,0.043,0.068,0.15,0.413,0.246,0.03,0.537,0.463,RNA
537,0.124,0.211,0.516,0.053,0.064,0.124,0.493,0.247,0.028,0.548,0.452,RNA
538,0.157,0.231,0.448,0.035,0.082,0.157,0.472,0.231,0.031,0.523,0.477,RNA
539,0.193,0.16,0.519,0.08,0.08,0.193,0.481,0.278,0.021,0.449,0.551,RNA
540,0.145,0.221,0.487,0.076,0.07,0.145,0.473,0.264,0.03,0.532,0.468,RNA
541,0.169,0.2,0.462,0.062,0.093,0.169,0.471,0.302,0.044,0.467,0.533,RNA
542,0.17,0.216,0.445,0.053,0.064,0.17,0.467,0.269,0.042,0.489,0.511,RNA
543,0.282,0.161,0.452,0.008,0.04,0.282,0.452,0.323,0.008,0.363,0.637,RNA
544,0.17,0.161,0.463,0.028,0.119,0.17,0.431,0.275,0.032,0.394,0.606,RNA
545,0.161,0.14,0.52,0.061,0.094,0.161,0.512,0.242,0.031,0.441,0.559,RNA
546,0.209,0.149,0.463,0.03,0.015,0.209,0.478,0.284,0.03,0.507,0.493,RNA
547,0.147,0.275,0.411,0.036,0.082,0.147,0.446,0.234,0.059,0.492,0.508,RNA
548,0.129,0.2,0.484,0.06,0.083,0.129,0.51,0.216,0.04,0.501,0.499,RNA
549,0.135,0.215,0.459,0.036,0.096,0.135,0.466,0.22,0.056,0.449,0.551,RNA
550,0.209,0.164,0.478,0.03,0.015,0.209,0.507,0.254,0.03,0.507,0.493,RNA
551,0.217,0.223,0.446,0.038,0.096,0.217,0.452,0.306,0.032,0.433,0.567,RNA
552,0.203,0.232,0.42,0.029,0.014,0.203,0.449,0.246,0.043,0.493,0.507,RNA
553,0.15,0.162,0.533,0.046,0.063,0.15,0.505,0.213,0.013,0.468,0.532,RNA
