ID,PCP_PC,PCP_PO,PCP_NP,PCP_CY,PCP_AR,PCP_BS,PCP_HB,PCP_HL,PCP_SC,PCP_SM,PCP_LR
Seq_277,0.139,0.226,0.485,0.063,0.061,0.139,0.496,0.238,0.061,0.494,0.506
Seq_278,0.176,0.241,0.426,0.056,0.111,0.176,0.407,0.25,0.056,0.417,0.583
Seq_279,0.165,0.13,0.537,0.056,0.068,0.165,0.487,0.235,0.017,0.459,0.541
Seq_280,0.176,0.213,0.454,0.037,0.028,0.176,0.463,0.241,0.028,0.398,0.602
Seq_281,0.145,0.257,0.484,0.128,0.064,0.145,0.489,0.298,0.041,0.598,0.402
Seq_282,0.147,0.181,0.475,0.045,0.068,0.147,0.503,0.215,0.023,0.452,0.548
Seq_283,0.173,0.166,0.443,0.028,0.066,0.173,0.433,0.273,0.035,0.446,0.554
Seq_284,0.159,0.247,0.44,0.027,0.115,0.159,0.451,0.192,0.033,0.368,0.632
Seq_285,0.127,0.159,0.573,0.05,0.056,0.127,0.531,0.203,0.024,0.541,0.459
Seq_286,0.214,0.298,0.382,0.038,0.053,0.214,0.443,0.275,0.015,0.519,0.481
Seq_287,0.118,0.233,0.477,0.087,0.052,0.118,0.491,0.282,0.049,0.519,0.481
Seq_288,0.186,0.217,0.409,0.077,0.077,0.186,0.443,0.303,0.031,0.463,0.537
Seq_289,0.125,0.275,0.449,0.083,0.079,0.125,0.461,0.271,0.042,0.56,0.44
Seq_290,0.166,0.248,0.45,0.068,0.062,0.166,0.443,0.28,0.023,0.524,0.476
Seq_291,0.109,0.1,0.702,0.064,0.031,0.109,0.345,0.184,0.017,0.754,0.246
Seq_292,0.152,0.162,0.513,0.056,0.051,0.152,0.492,0.241,0.043,0.475,0.525
Seq_293,0.194,0.275,0.306,0.031,0.044,0.194,0.312,0.269,0.019,0.469,0.531
Seq_294,0.179,0.216,0.425,0.095,0.066,0.179,0.441,0.322,0.039,0.445,0.555
Seq_295,0.109,0.229,0.498,0.043,0.087,0.109,0.415,0.215,0.058,0.572,0.428
Seq_296,0.142,0.224,0.423,0.071,0.057,0.142,0.473,0.26,0.018,0.541,0.459
Seq_297,0.162,0.233,0.431,0.061,0.092,0.162,0.485,0.28,0.032,0.463,0.537
Seq_298,0.231,0.148,0.426,0.028,0.102,0.231,0.407,0.343,0.019,0.426,0.574
Seq_299,0.165,0.177,0.49,0.056,0.056,0.165,0.431,0.281,0.017,0.595,0.405
Seq_300,0.151,0.18,0.479,0.058,0.046,0.151,0.412,0.273,0.014,0.62,0.38
Seq_301,0.182,0.167,0.53,0.038,0.03,0.182,0.462,0.28,0.008,0.515,0.485
Seq_302,0.182,0.167,0.53,0.038,0.03,0.182,0.462,0.28,0.008,0.515,0.485
Seq_303,0.113,0.293,0.449,0.097,0.057,0.113,0.465,0.266,0.035,0.619,0.381
Seq_304,0.262,0.146,0.505,0.01,0.058,0.262,0.408,0.291,0.019,0.466,0.534
Seq_305,0.225,0.132,0.527,0.039,0.031,0.225,0.457,0.31,0.008,0.481,0.519
Seq_306,0.231,0.138,0.515,0.038,0.031,0.231,0.446,0.315,0.008,0.469,0.531
Seq_307,0.208,0.162,0.515,0.038,0.031,0.208,0.454,0.292,0.008,0.5,0.5
Seq_308,0.164,0.228,0.458,0.039,0.103,0.164,0.486,0.247,0.042,0.422,0.578
Seq_309,0.142,0.221,0.426,0.046,0.066,0.142,0.451,0.268,0.031,0.465,0.535
Seq_310,0.17,0.121,0.496,0.038,0.091,0.17,0.508,0.242,0.027,0.398,0.602
Seq_311,0.174,0.249,0.404,0.056,0.07,0.174,0.46,0.258,0.052,0.437,0.563
Seq_312,0.163,0.237,0.426,0.032,0.087,0.163,0.451,0.237,0.043,0.472,0.528
Seq_313,0.153,0.173,0.478,0.028,0.076,0.153,0.456,0.235,0.025,0.501,0.499
Seq_314,0.171,0.207,0.435,0.033,0.048,0.171,0.435,0.246,0.024,0.456,0.544
Seq_315,0.147,0.165,0.482,0.022,0.089,0.147,0.455,0.241,0.022,0.446,0.554
Seq_316,0.159,0.209,0.461,0.019,0.074,0.159,0.481,0.229,0.047,0.45,0.55
Seq_317,0.226,0.177,0.411,0.032,0.056,0.226,0.419,0.282,0.016,0.395,0.605
Seq_318,0.103,0.382,0.427,0.05,0.021,0.103,0.446,0.181,0.031,0.516,0.484
Seq_319,0.146,0.184,0.49,0.045,0.079,0.146,0.501,0.253,0.024,0.49,0.51
Seq_320,0.195,0.176,0.488,0.06,0.074,0.195,0.481,0.3,0.043,0.44,0.56
Seq_321,0.125,0.267,0.462,0.046,0.09,0.125,0.5,0.211,0.044,0.491,0.509
Seq_322,0.096,0.128,0.617,0.043,0.085,0.096,0.596,0.181,0.043,0.511,0.489
Seq_323,0.149,0.224,0.47,0.06,0.078,0.149,0.451,0.239,0.03,0.575,0.425
Seq_324,0.105,0.206,0.35,0.021,0.049,0.105,0.399,0.252,0.014,0.542,0.458
Seq_325,0.161,0.184,0.495,0.064,0.094,0.161,0.498,0.237,0.06,0.385,0.615
Seq_326,0.148,0.187,0.462,0.03,0.077,0.148,0.47,0.227,0.023,0.471,0.529
Seq_327,0.16,0.184,0.493,0.026,0.064,0.16,0.487,0.239,0.047,0.504,0.496
Seq_328,0.173,0.231,0.402,0.029,0.092,0.173,0.418,0.265,0.036,0.47,0.53
Seq_329,0.197,0.211,0.447,0.051,0.062,0.197,0.438,0.278,0.048,0.444,0.556
Seq_330,0.219,0.264,0.368,0.053,0.085,0.219,0.38,0.302,0.058,0.454,0.546
Seq_331,0.136,0.2,0.56,0.074,0.059,0.136,0.531,0.21,0.02,0.58,0.42
Seq_332,0.128,0.201,0.533,0.086,0.08,0.128,0.51,0.243,0.027,0.534,0.466
Seq_333,0.133,0.133,0.587,0.078,0.055,0.133,0.559,0.238,0.018,0.543,0.457
Seq_334,0.197,0.268,0.362,0.039,0.11,0.197,0.386,0.291,0.039,0.37,0.63
Seq_335,0.206,0.298,0.389,0.038,0.053,0.206,0.443,0.267,0.015,0.527,0.473
Seq_336,0.141,0.191,0.518,0.032,0.059,0.141,0.527,0.205,0.041,0.555,0.445
Seq_337,0.198,0.192,0.358,0.03,0.065,0.198,0.365,0.298,0.032,0.425,0.575
Seq_338,0.132,0.245,0.464,0.085,0.087,0.132,0.496,0.275,0.059,0.511,0.489
Seq_339,0.152,0.203,0.483,0.028,0.102,0.152,0.487,0.263,0.032,0.455,0.545
Seq_340,0.177,0.175,0.513,0.048,0.051,0.177,0.476,0.266,0.022,0.524,0.476
Seq_341,0.1,0.242,0.461,0.059,0.064,0.1,0.388,0.201,0.046,0.534,0.466
Seq_342,0.174,0.265,0.4,0.018,0.099,0.174,0.436,0.242,0.006,0.489,0.511
Seq_343,0.089,0.364,0.377,0.079,0.092,0.089,0.449,0.256,0.069,0.548,0.452
Seq_344,0.138,0.228,0.47,0.03,0.112,0.138,0.483,0.216,0.052,0.431,0.569
Seq_345,0.126,0.26,0.424,0.047,0.056,0.126,0.448,0.244,0.034,0.525,0.475
Seq_346,0.16,0.19,0.525,0.055,0.095,0.16,0.525,0.25,0.045,0.465,0.535
Seq_347,0.142,0.17,0.534,0.097,0.105,0.142,0.51,0.275,0.004,0.49,0.51
Seq_348,0.153,0.2,0.476,0.036,0.114,0.153,0.499,0.232,0.027,0.474,0.526
Seq_349,0.131,0.339,0.429,0.107,0.097,0.131,0.429,0.277,0.028,0.571,0.429
Seq_350,0.213,0.181,0.447,0.053,0.064,0.213,0.426,0.287,0.032,0.426,0.574
Seq_351,0.146,0.221,0.431,0.098,0.073,0.146,0.443,0.286,0.048,0.496,0.504
Seq_352,0.163,0.25,0.481,0.038,0.038,0.163,0.49,0.231,0.067,0.5,0.5
Seq_353,0.156,0.142,0.538,0.044,0.062,0.156,0.52,0.222,0.018,0.449,0.551
Seq_354,0.174,0.221,0.438,0.046,0.078,0.174,0.482,0.245,0.069,0.458,0.542
Seq_355,0.148,0.161,0.516,0.068,0.101,0.148,0.511,0.23,0.03,0.481,0.519
Seq_356,0.138,0.254,0.462,0.103,0.09,0.138,0.482,0.297,0.052,0.535,0.465
Seq_357,0.151,0.102,0.611,0.081,0.063,0.151,0.537,0.232,0.014,0.47,0.53
Seq_358,0.128,0.261,0.46,0.118,0.047,0.128,0.46,0.318,0.024,0.64,0.36
Seq_359,0.171,0.206,0.453,0.053,0.088,0.171,0.441,0.271,0.006,0.429,0.571
Seq_360,0.144,0.286,0.441,0.1,0.067,0.144,0.455,0.273,0.038,0.539,0.461
Seq_361,0.181,0.198,0.427,0.034,0.078,0.181,0.474,0.283,0.024,0.44,0.56
Seq_362,0.169,0.232,0.465,0.073,0.044,0.169,0.441,0.286,0.014,0.593,0.407
Seq_363,0.169,0.157,0.494,0.022,0.101,0.169,0.472,0.202,0.067,0.461,0.539
Seq_364,0.117,0.29,0.467,0.091,0.067,0.117,0.458,0.258,0.038,0.607,0.393
Seq_365,0.134,0.167,0.577,0.072,0.072,0.134,0.551,0.22,0.026,0.531,0.469
Seq_366,0.156,0.237,0.43,0.022,0.096,0.156,0.474,0.222,0.037,0.422,0.578
Seq_367,0.15,0.207,0.507,0.043,0.093,0.15,0.5,0.221,0.05,0.414,0.586
Seq_368,0.226,0.204,0.436,0.115,0.025,0.226,0.409,0.348,0.021,0.547,0.453
Seq_369,0.195,0.152,0.44,0.037,0.072,0.195,0.42,0.273,0.055,0.425,0.575
Seq_370,0.191,0.207,0.411,0.026,0.068,0.191,0.434,0.275,0.01,0.411,0.589
Seq_371,0.161,0.175,0.47,0.04,0.073,0.161,0.474,0.226,0.024,0.421,0.579
Seq_372,0.133,0.211,0.487,0.039,0.104,0.133,0.495,0.219,0.043,0.419,0.581
Seq_373,0.142,0.184,0.506,0.042,0.092,0.142,0.494,0.238,0.017,0.456,0.544
Seq_374,0.138,0.199,0.471,0.066,0.06,0.138,0.477,0.257,0.032,0.523,0.477
Seq_375,0.273,0.121,0.409,0.015,0.076,0.273,0.379,0.303,0.045,0.439,0.561
Seq_376,0.127,0.261,0.484,0.084,0.057,0.127,0.42,0.234,0.027,0.648,0.352
Seq_377,0.199,0.212,0.404,0.007,0.046,0.199,0.43,0.252,0.026,0.397,0.603
Seq_378,0.203,0.175,0.42,0.035,0.056,0.203,0.413,0.245,0.028,0.455,0.545
Seq_379,0.115,0.252,0.411,0.033,0.093,0.115,0.446,0.245,0.041,0.491,0.509
Seq_380,0.158,0.218,0.513,0.087,0.067,0.158,0.493,0.258,0.05,0.517,0.483
Seq_381,0.237,0.172,0.387,0.075,0.086,0.237,0.419,0.366,0.022,0.441,0.559
Seq_382,0.148,0.227,0.488,0.039,0.116,0.148,0.463,0.234,0.035,0.44,0.56
Seq_383,0.17,0.239,0.417,0.056,0.078,0.17,0.427,0.267,0.049,0.518,0.482
Seq_384,0.169,0.23,0.414,0.05,0.078,0.169,0.416,0.26,0.054,0.518,0.482
Seq_385,0.155,0.171,0.465,0.03,0.102,0.155,0.466,0.244,0.025,0.413,0.587
Seq_386,0.124,0.207,0.485,0.07,0.094,0.124,0.462,0.251,0.033,0.472,0.528
Seq_387,0.142,0.262,0.483,0.082,0.06,0.142,0.42,0.271,0.082,0.549,0.451
Seq_388,0.121,0.215,0.577,0.185,0.087,0.121,0.528,0.321,0.019,0.611,0.389
Seq_389,0.137,0.243,0.527,0.137,0.067,0.137,0.482,0.31,0.019,0.581,0.419
Seq_390,0.147,0.273,0.403,0.07,0.093,0.147,0.444,0.265,0.043,0.497,0.503
Seq_391,0.206,0.188,0.506,0.056,0.075,0.206,0.462,0.275,0.025,0.456,0.544
Seq_392,0.141,0.216,0.488,0.075,0.084,0.141,0.49,0.245,0.043,0.508,0.492
Seq_393,0.162,0.218,0.536,0.061,0.084,0.162,0.547,0.24,0.034,0.559,0.441
Seq_394,0.205,0.149,0.504,0.052,0.056,0.205,0.485,0.291,0.026,0.459,0.541
Seq_395,0.232,0.172,0.46,0.048,0.088,0.232,0.476,0.312,0.028,0.384,0.616
Seq_396,0.208,0.193,0.491,0.061,0.085,0.208,0.467,0.292,0.038,0.406,0.594
Seq_397,0.198,0.195,0.481,0.047,0.072,0.198,0.456,0.272,0.037,0.498,0.502
Seq_398,0.197,0.176,0.488,0.045,0.09,0.197,0.463,0.299,0.008,0.422,0.578
Seq_399,0.221,0.106,0.51,0.029,0.048,0.221,0.442,0.308,0.01,0.519,0.481
Seq_400,0.212,0.172,0.475,0.025,0.096,0.212,0.495,0.263,0.03,0.409,0.591
Seq_401,0.154,0.22,0.528,0.073,0.065,0.154,0.488,0.244,0.033,0.463,0.537
Seq_402,0.154,0.176,0.495,0.043,0.082,0.154,0.484,0.233,0.025,0.444,0.556
Seq_403,0.333,0.176,0.373,0.039,0.078,0.333,0.431,0.49,0.059,0.333,0.667
Seq_404,0.234,0.234,0.468,0.048,0.096,0.234,0.521,0.319,0.037,0.479,0.521
Seq_405,0.153,0.187,0.557,0.107,0.057,0.153,0.553,0.282,0.042,0.447,0.553
Seq_406,0.204,0.23,0.37,0.081,0.074,0.204,0.389,0.304,0.044,0.493,0.507
Seq_407,0.142,0.197,0.474,0.023,0.092,0.142,0.449,0.206,0.03,0.46,0.54
Seq_408,0.158,0.215,0.455,0.052,0.079,0.158,0.486,0.243,0.038,0.454,0.546
Seq_409,0.209,0.13,0.47,0.026,0.052,0.209,0.452,0.296,0.043,0.452,0.548
Seq_410,0.166,0.149,0.423,0.033,0.029,0.166,0.378,0.22,0.004,0.527,0.473
Seq_411,0.134,0.236,0.466,0.035,0.111,0.134,0.469,0.23,0.026,0.51,0.49
Seq_412,0.108,0.113,0.491,0.042,0.033,0.108,0.486,0.193,0.033,0.557,0.443
Seq_413,0.182,0.144,0.485,0.015,0.038,0.182,0.477,0.227,0.076,0.492,0.508
Seq_414,0.266,0.128,0.498,0.044,0.079,0.266,0.473,0.345,0.03,0.409,0.591
Seq_415,0.145,0.127,0.537,0.018,0.046,0.145,0.498,0.191,0.042,0.502,0.498
Seq_416,0.155,0.205,0.457,0.032,0.104,0.155,0.492,0.262,0.047,0.454,0.546
Seq_417,0.231,0.185,0.462,0.023,0.069,0.231,0.4,0.277,0.031,0.423,0.577
Seq_418,0.248,0.186,0.455,0.055,0.076,0.248,0.428,0.317,0.055,0.359,0.641
Seq_419,0.179,0.207,0.51,0.062,0.069,0.179,0.51,0.297,0.055,0.545,0.455
Seq_420,0.218,0.193,0.454,0.059,0.025,0.218,0.521,0.294,0.042,0.479,0.521
Seq_421,0.242,0.179,0.526,0.063,0.074,0.242,0.463,0.326,0.032,0.453,0.547
Seq_422,0.19,0.195,0.506,0.086,0.063,0.19,0.494,0.299,0.023,0.529,0.471
Seq_423,0.23,0.18,0.46,0.087,0.05,0.23,0.478,0.354,0.037,0.435,0.565
Seq_424,0.242,0.086,0.539,0.055,0.109,0.242,0.461,0.359,0.047,0.398,0.602
Seq_425,0.182,0.166,0.517,0.091,0.088,0.182,0.473,0.307,0.024,0.466,0.534
Seq_426,0.275,0.233,0.4,0.033,0.05,0.275,0.442,0.317,0.017,0.358,0.642
Seq_427,0.268,0.232,0.375,0.018,0.125,0.268,0.375,0.357,0.089,0.429,0.571
Seq_428,0.259,0.118,0.494,0.012,0.059,0.259,0.388,0.306,0.024,0.518,0.482
Seq_429,0.216,0.114,0.568,0.045,0.045,0.216,0.443,0.295,0.011,0.591,0.409
Seq_430,0.247,0.129,0.518,0.024,0.071,0.247,0.4,0.306,0.024,0.494,0.506
Seq_431,0.209,0.132,0.538,0.011,0.066,0.209,0.407,0.264,0.022,0.549,0.451
Seq_432,0.22,0.118,0.528,0.016,0.031,0.22,0.48,0.276,0.008,0.551,0.449
Seq_433,0.167,0.11,0.557,0.043,0.067,0.167,0.486,0.248,0.019,0.414,0.586
Seq_434,0.251,0.131,0.472,0.045,0.06,0.251,0.472,0.342,0.005,0.462,0.538
Seq_435,0.273,0.2,0.4,0.036,0.091,0.273,0.436,0.345,0.036,0.455,0.545
Seq_436,0.131,0.193,0.479,0.033,0.062,0.131,0.492,0.203,0.059,0.482,0.518
Seq_437,0.143,0.143,0.528,0.056,0.037,0.143,0.516,0.224,0.043,0.509,0.491
Seq_438,0.145,0.145,0.532,0.057,0.062,0.145,0.515,0.229,0.032,0.532,0.468
Seq_439,0.309,0.182,0.4,0.036,0.073,0.309,0.436,0.364,0.018,0.382,0.618
Seq_440,0.303,0.242,0.348,0.03,0.061,0.303,0.394,0.379,0.076,0.455,0.545
Seq_441,0.317,0.144,0.462,0.01,0.029,0.317,0.433,0.337,0.01,0.385,0.615
Seq_442,0.127,0.304,0.422,0.039,0.059,0.127,0.402,0.235,0.02,0.539,0.461
Seq_443,0.253,0.184,0.391,0.023,0.092,0.253,0.425,0.333,0.103,0.345,0.655
Seq_444,0.283,0.183,0.467,0.15,0.033,0.283,0.55,0.433,0.1,0.533,0.467
Seq_445,0.164,0.142,0.53,0.039,0.073,0.164,0.504,0.241,0.026,0.573,0.427
Seq_446,0.163,0.142,0.567,0.071,0.043,0.163,0.56,0.262,0.05,0.504,0.496
Seq_447,0.142,0.121,0.582,0.071,0.035,0.142,0.56,0.255,0.05,0.574,0.426
Seq_448,0.203,0.203,0.441,0.034,0.0,0.203,0.492,0.288,0.017,0.492,0.508
Seq_449,0.175,0.159,0.571,0.079,0.032,0.175,0.603,0.27,0.095,0.492,0.508
Seq_450,0.163,0.106,0.545,0.065,0.033,0.163,0.537,0.236,0.033,0.463,0.537
Seq_451,0.163,0.106,0.545,0.065,0.033,0.163,0.537,0.236,0.033,0.463,0.537
Seq_452,0.128,0.245,0.464,0.02,0.066,0.128,0.49,0.245,0.036,0.541,0.459
Seq_453,0.257,0.158,0.455,0.04,0.059,0.257,0.436,0.327,0.04,0.446,0.554
Seq_454,0.379,0.152,0.273,0.045,0.015,0.379,0.273,0.561,0.015,0.439,0.561
Seq_455,0.153,0.243,0.391,0.038,0.107,0.153,0.44,0.261,0.031,0.442,0.558
Seq_456,0.098,0.167,0.53,0.056,0.009,0.098,0.54,0.195,0.005,0.577,0.423
Seq_457,0.302,0.175,0.444,0.079,0.048,0.302,0.429,0.429,0.032,0.492,0.508
Seq_458,0.152,0.135,0.527,0.04,0.046,0.152,0.485,0.21,0.03,0.455,0.545
Seq_459,0.13,0.261,0.435,0.022,0.098,0.13,0.446,0.217,0.033,0.424,0.576
Seq_460,0.182,0.169,0.568,0.061,0.074,0.182,0.534,0.277,0.027,0.541,0.459
Seq_461,0.18,0.18,0.538,0.069,0.049,0.18,0.508,0.298,0.049,0.534,0.466
Seq_462,0.152,0.133,0.57,0.03,0.055,0.152,0.576,0.2,0.042,0.527,0.473
Seq_463,0.172,0.194,0.483,0.056,0.083,0.172,0.506,0.272,0.044,0.494,0.506
Seq_464,0.176,0.183,0.542,0.065,0.042,0.176,0.51,0.288,0.042,0.539,0.461
Seq_465,0.22,0.302,0.409,0.038,0.05,0.22,0.453,0.302,0.025,0.547,0.453
Seq_466,0.243,0.175,0.534,0.078,0.087,0.243,0.544,0.35,0.058,0.447,0.553
Seq_467,0.307,0.138,0.413,0.011,0.037,0.307,0.397,0.36,0.005,0.429,0.571
Seq_468,0.199,0.168,0.492,0.059,0.066,0.199,0.5,0.309,0.016,0.52,0.48
Seq_469,0.288,0.122,0.462,0.077,0.051,0.288,0.487,0.404,0.013,0.455,0.545
Seq_470,0.199,0.185,0.49,0.046,0.033,0.199,0.464,0.265,0.046,0.536,0.464
Seq_471,0.211,0.19,0.472,0.042,0.07,0.211,0.507,0.303,0.021,0.514,0.486
Seq_472,0.143,0.257,0.495,0.019,0.076,0.143,0.476,0.2,0.019,0.486,0.514
Seq_473,0.202,0.174,0.466,0.028,0.084,0.202,0.421,0.264,0.039,0.421,0.579
Seq_474,0.143,0.21,0.508,0.051,0.062,0.143,0.508,0.226,0.044,0.501,0.499
Seq_475,0.311,0.142,0.462,0.019,0.0,0.311,0.425,0.358,0.028,0.387,0.613
Seq_476,0.175,0.24,0.428,0.052,0.057,0.175,0.459,0.293,0.035,0.528,0.472
Seq_477,0.138,0.201,0.558,0.098,0.04,0.138,0.571,0.268,0.04,0.562,0.438
Seq_478,0.216,0.193,0.446,0.064,0.088,0.216,0.422,0.318,0.014,0.453,0.547
Seq_479,0.186,0.244,0.419,0.012,0.081,0.186,0.477,0.198,0.081,0.43,0.57
Seq_480,0.226,0.142,0.49,0.046,0.073,0.226,0.456,0.31,0.015,0.479,0.521
Seq_481,0.217,0.148,0.502,0.053,0.072,0.217,0.502,0.308,0.034,0.475,0.525
Seq_482,0.217,0.148,0.502,0.053,0.072,0.217,0.502,0.308,0.038,0.471,0.529
Seq_483,0.246,0.144,0.492,0.034,0.025,0.246,0.458,0.297,0.034,0.458,0.542
Seq_484,0.27,0.119,0.468,0.04,0.04,0.27,0.46,0.349,0.024,0.46,0.54
Seq_485,0.25,0.144,0.5,0.061,0.076,0.25,0.477,0.326,0.061,0.364,0.636
Seq_486,0.21,0.128,0.51,0.07,0.099,0.21,0.49,0.313,0.025,0.432,0.568
Seq_487,0.17,0.196,0.477,0.078,0.105,0.17,0.451,0.288,0.026,0.477,0.523
Seq_488,0.222,0.172,0.462,0.045,0.095,0.222,0.439,0.308,0.036,0.452,0.548
Seq_489,0.224,0.135,0.487,0.038,0.064,0.224,0.455,0.301,0.045,0.436,0.564
Seq_490,0.25,0.194,0.408,0.031,0.056,0.25,0.342,0.321,0.01,0.48,0.52
Seq_491,0.263,0.153,0.508,0.0,0.102,0.263,0.466,0.288,0.008,0.415,0.585
Seq_492,0.218,0.17,0.451,0.029,0.063,0.218,0.413,0.286,0.024,0.432,0.568
Seq_493,0.242,0.242,0.316,0.021,0.042,0.242,0.347,0.305,0.053,0.411,0.589
Seq_494,0.185,0.272,0.37,0.033,0.076,0.185,0.337,0.239,0.065,0.554,0.446
Seq_495,0.106,0.175,0.47,0.041,0.037,0.106,0.47,0.189,0.018,0.525,0.475
Seq_496,0.156,0.148,0.564,0.062,0.054,0.156,0.553,0.226,0.031,0.549,0.451
Seq_497,0.292,0.162,0.438,0.038,0.062,0.292,0.446,0.385,0.015,0.454,0.546
Seq_498,0.153,0.211,0.468,0.062,0.105,0.153,0.489,0.269,0.033,0.442,0.558
Seq_499,0.077,0.262,0.515,0.046,0.077,0.077,0.531,0.2,0.038,0.623,0.377
Seq_500,0.16,0.203,0.392,0.039,0.049,0.16,0.343,0.252,0.026,0.549,0.451
Seq_501,0.109,0.321,0.432,0.035,0.058,0.109,0.408,0.204,0.041,0.571,0.429
Seq_502,0.167,0.205,0.5,0.039,0.074,0.167,0.5,0.248,0.039,0.527,0.473
Seq_503,0.203,0.196,0.527,0.054,0.068,0.203,0.514,0.284,0.027,0.534,0.466
Seq_504,0.219,0.228,0.474,0.0,0.053,0.219,0.482,0.228,0.009,0.561,0.439
Seq_505,0.142,0.2,0.466,0.04,0.061,0.142,0.484,0.236,0.044,0.468,0.532
Seq_506,0.156,0.173,0.533,0.146,0.06,0.156,0.414,0.335,0.045,0.529,0.471
Seq_507,0.113,0.202,0.562,0.208,0.038,0.113,0.532,0.365,0.059,0.603,0.397
Seq_508,0.157,0.177,0.56,0.075,0.068,0.157,0.543,0.266,0.031,0.536,0.464
Seq_509,0.204,0.316,0.428,0.026,0.039,0.204,0.474,0.27,0.039,0.605,0.395
Seq_510,0.192,0.212,0.484,0.064,0.08,0.192,0.516,0.276,0.032,0.496,0.504
Seq_511,0.145,0.228,0.423,0.033,0.075,0.145,0.465,0.232,0.046,0.473,0.527
Seq_512,0.154,0.208,0.457,0.058,0.068,0.154,0.447,0.253,0.014,0.495,0.505
Seq_513,0.162,0.237,0.46,0.056,0.076,0.162,0.51,0.283,0.03,0.525,0.475
Seq_514,0.146,0.198,0.503,0.058,0.068,0.146,0.513,0.237,0.029,0.549,0.451
Seq_515,0.211,0.211,0.408,0.092,0.085,0.211,0.479,0.352,0.063,0.472,0.528
Seq_516,0.216,0.184,0.443,0.02,0.059,0.216,0.451,0.278,0.02,0.463,0.537
Seq_517,0.212,0.189,0.439,0.027,0.064,0.212,0.447,0.277,0.061,0.466,0.534
Seq_518,0.216,0.186,0.439,0.027,0.064,0.216,0.443,0.28,0.057,0.462,0.538
Seq_519,0.232,0.134,0.533,0.076,0.065,0.232,0.46,0.333,0.014,0.507,0.493
Seq_520,0.229,0.16,0.502,0.065,0.055,0.229,0.447,0.327,0.015,0.531,0.469
Seq_521,0.143,0.164,0.522,0.055,0.068,0.143,0.502,0.216,0.03,0.478,0.522
Seq_522,0.142,0.164,0.522,0.055,0.068,0.142,0.502,0.216,0.03,0.479,0.521
Seq_523,0.207,0.174,0.565,0.076,0.065,0.207,0.478,0.315,0.022,0.489,0.511
Seq_524,0.142,0.17,0.56,0.124,0.071,0.142,0.532,0.312,0.06,0.486,0.514
Seq_525,0.271,0.22,0.39,0.051,0.051,0.271,0.441,0.39,0.136,0.508,0.492
Seq_526,0.281,0.228,0.421,0.018,0.123,0.281,0.439,0.351,0.018,0.404,0.596
Seq_527,0.169,0.165,0.547,0.07,0.058,0.169,0.519,0.251,0.037,0.494,0.506
Seq_528,0.298,0.246,0.368,0.018,0.035,0.298,0.386,0.333,0.035,0.491,0.509
Seq_529,0.189,0.214,0.448,0.045,0.085,0.189,0.473,0.259,0.025,0.453,0.547
Seq_530,0.159,0.236,0.524,0.062,0.067,0.159,0.534,0.245,0.014,0.538,0.462
Seq_531,0.216,0.189,0.436,0.027,0.064,0.216,0.443,0.28,0.057,0.462,0.538
Seq_532,0.119,0.25,0.518,0.09,0.054,0.119,0.59,0.26,0.072,0.58,0.42
Seq_533,0.231,0.139,0.498,0.062,0.044,0.231,0.432,0.348,0.029,0.546,0.454
Seq_534,0.154,0.111,0.547,0.034,0.043,0.154,0.513,0.214,0.017,0.47,0.53
Seq_535,0.137,0.178,0.535,0.051,0.063,0.137,0.516,0.222,0.031,0.487,0.513
Seq_536,0.234,0.206,0.421,0.065,0.037,0.234,0.421,0.355,0.019,0.43,0.57
Seq_537,0.15,0.173,0.479,0.043,0.068,0.15,0.413,0.246,0.03,0.537,0.463
Seq_538,0.124,0.211,0.516,0.053,0.064,0.124,0.493,0.247,0.028,0.548,0.452
Seq_539,0.157,0.231,0.448,0.035,0.082,0.157,0.472,0.231,0.031,0.523,0.477
Seq_540,0.193,0.16,0.519,0.08,0.08,0.193,0.481,0.278,0.021,0.449,0.551
Seq_541,0.145,0.221,0.487,0.076,0.07,0.145,0.473,0.264,0.03,0.532,0.468
Seq_542,0.169,0.2,0.462,0.062,0.093,0.169,0.471,0.302,0.044,0.467,0.533
Seq_543,0.17,0.216,0.445,0.053,0.064,0.17,0.467,0.269,0.042,0.489,0.511
Seq_544,0.282,0.161,0.452,0.008,0.04,0.282,0.452,0.323,0.008,0.363,0.637
Seq_545,0.17,0.161,0.463,0.028,0.119,0.17,0.431,0.275,0.032,0.394,0.606
Seq_546,0.161,0.14,0.52,0.061,0.094,0.161,0.512,0.242,0.031,0.441,0.559
Seq_547,0.209,0.149,0.463,0.03,0.015,0.209,0.478,0.284,0.03,0.507,0.493
Seq_548,0.147,0.275,0.411,0.036,0.082,0.147,0.446,0.234,0.059,0.492,0.508
Seq_549,0.129,0.2,0.484,0.06,0.083,0.129,0.51,0.216,0.04,0.501,0.499
Seq_550,0.135,0.215,0.459,0.036,0.096,0.135,0.466,0.22,0.056,0.449,0.551
Seq_551,0.209,0.164,0.478,0.03,0.015,0.209,0.507,0.254,0.03,0.507,0.493
Seq_552,0.217,0.223,0.446,0.038,0.096,0.217,0.452,0.306,0.032,0.433,0.567
Seq_553,0.203,0.232,0.42,0.029,0.014,0.203,0.449,0.246,0.043,0.493,0.507
Seq_554,0.15,0.162,0.533,0.046,0.063,0.15,0.505,0.213,0.013,0.468,0.532
