ID,DDR_A,DDR_C,DDR_D,DDR_E,DDR_F,DDR_G,DDR_H,DDR_I,DDR_K,DDR_L,DDR_M,DDR_N,DDR_P,DDR_Q,DDR_R,DDR_S,DDR_T,DDR_V,DDR_W,DDR_Y
Seq_160,18.20,90.00,25.59,22.84,41.77,19.05,30.27,22.69,31.81,31.03,113.40,36.42,37.62,56.03,19.70,17.39,24.92,23.68,61.24,44.61
Seq_161,33.50,0.00,29.71,18.08,28.76,53.67,32.64,17.40,14.98,14.51,64.68,42.70,28.55,26.39,41.10,63.39,43.61,69.20,39.83,37.22
Seq_162,17.22,200.60,20.84,20.80,36.23,31.22,48.71,35.89,33.10,16.78,112.12,47.80,32.66,30.54,25.08,20.57,27.84,21.47,108.70,39.99
Seq_163,19.11,146.06,48.86,16.54,36.84,20.39,64.17,31.35,30.51,14.18,43.79,75.73,24.61,35.46,32.58,60.77,26.97,16.87,0.00,71.72
Seq_164,15.60,103.92,35.26,31.86,61.63,14.08,49.96,43.32,58.86,16.53,118.57,37.07,25.22,40.06,18.39,28.38,22.33,24.84,62.05,30.21
Seq_165,29.22,332.61,31.61,16.30,56.44,26.01,102.46,29.54,16.56,20.19,133.50,72.71,35.18,85.74,28.55,47.04,49.66,22.11,102.13,29.51
Seq_166,24.71,215.04,28.06,18.92,47.90,24.94,88.66,23.91,20.65,20.28,144.22,90.84,36.22,96.43,22.94,63.11,35.34,24.67,101.79,27.70
Seq_167,31.39,333.62,33.68,16.66,58.41,26.37,102.33,20.11,16.03,19.42,133.50,67.74,34.73,91.71,31.23,55.37,38.33,29.40,99.90,27.11
Seq_168,25.45,106.99,15.39,31.35,33.72,26.05,51.08,16.31,27.57,13.43,67.79,39.33,82.37,49.22,63.94,17.74,23.80,25.62,0.00,36.02
Seq_169,41.06,63.22,33.18,29.07,62.98,25.34,76.18,69.20,46.14,21.33,99.87,55.55,32.40,39.45,32.54,30.85,35.82,23.94,155.03,65.39
Seq_170,25.01,120.12,28.75,35.23,75.47,31.67,60.58,43.35,33.79,31.09,55.97,40.56,18.07,41.70,38.94,20.66,26.14,37.64,77.66,38.69
Seq_171,16.53,104.53,37.33,22.22,58.82,32.61,62.45,81.59,59.70,12.30,101.86,30.08,38.18,16.84,22.91,30.63,33.11,32.57,48.57,127.88
Seq_172,20.93,111.03,26.57,23.93,39.04,34.89,55.67,23.73,16.62,36.69,77.38,28.28,38.09,26.81,35.26,23.59,35.40,41.40,128.76,22.79
Seq_173,23.58,297.26,44.36,23.10,79.51,27.15,105.36,20.38,15.64,17.52,127.95,20.36,43.71,70.53,30.28,35.22,43.25,21.14,0.00,46.91
Seq_174,24.93,117.82,32.87,19.44,45.10,20.45,48.56,36.91,28.09,21.14,97.80,53.49,43.86,41.95,28.88,55.22,35.06,31.44,71.95,49.00
Seq_175,13.87,38.50,35.34,30.54,30.58,19.98,70.17,73.98,26.81,17.52,77.66,32.27,38.05,61.01,34.33,22.30,28.05,31.56,70.04,66.02
Seq_176,29.64,71.82,48.11,17.57,23.06,35.14,45.62,18.52,12.10,31.74,55.96,30.11,34.67,31.68,22.80,16.99,26.44,14.15,0.00,43.81
Seq_177,25.28,113.17,20.17,19.47,90.28,23.59,70.14,29.10,47.11,18.89,44.22,56.39,44.31,65.00,14.92,27.93,28.30,13.03,112.80,196.52
Seq_178,25.41,183.47,24.85,24.04,33.24,47.29,86.55,16.04,23.55,19.89,54.98,76.56,29.48,28.16,31.86,23.78,25.67,42.43,0.00,19.56
Seq_179,55.51,0.00,27.47,14.51,32.01,19.04,130.22,18.40,21.08,23.33,185.17,59.08,34.67,148.00,28.32,38.62,51.51,30.01,98.11,45.33
Seq_180,19.31,192.02,49.51,47.66,115.03,59.00,56.81,87.27,52.54,27.32,89.30,42.69,23.74,27.83,46.72,17.43,23.81,26.94,287.82,353.46
Seq_181,25.02,0.00,27.36,9.65,25.02,20.18,0.00,28.25,15.84,23.18,25.70,15.02,29.40,21.17,8.06,16.82,0.00,11.10,31.89,30.08
Seq_182,33.86,127.88,20.46,31.19,29.67,19.19,87.21,24.04,17.15,23.91,55.42,66.30,50.39,57.25,46.79,35.65,35.48,34.76,71.21,25.49
Seq_183,42.01,0.00,27.95,30.57,25.71,52.04,109.11,15.42,15.41,21.08,46.80,20.32,59.46,49.62,44.51,25.69,33.88,23.65,87.72,32.79
Seq_184,48.71,0.00,20.59,27.86,31.97,30.36,55.05,19.46,24.10,24.88,73.33,26.98,27.03,47.11,46.93,30.80,23.29,21.33,121.78,36.36
Seq_185,48.56,175.20,44.80,28.63,35.86,21.70,44.95,19.26,21.34,14.48,46.64,19.99,44.04,36.10,31.20,25.24,25.00,32.13,119.64,48.87
Seq_186,57.40,0.00,42.80,16.64,43.26,34.93,30.10,16.79,21.58,15.09,35.94,17.53,42.77,42.32,35.23,18.31,24.30,23.39,67.76,43.73
Seq_187,13.49,0.00,0.00,8.38,0.00,19.11,0.00,17.75,10.77,6.78,13.45,16.25,0.00,39.29,18.80,10.54,31.70,15.11,0.00,32.89
Seq_188,39.34,180.60,49.74,46.17,70.44,30.80,108.28,100.96,37.15,25.90,94.02,27.03,34.40,60.64,55.54,15.87,25.65,36.99,619.41,71.10
Seq_189,43.72,201.47,36.36,22.66,80.70,54.95,196.24,29.12,46.04,25.14,164.81,34.08,32.34,29.34,45.09,18.60,44.69,20.51,298.94,78.25
Seq_190,20.01,56.04,32.48,53.41,48.05,33.49,73.45,75.93,112.60,27.72,72.85,38.89,19.57,78.66,20.87,29.38,32.51,32.49,65.80,100.12
Seq_191,17.22,110.88,29.04,24.70,43.69,24.00,139.20,40.94,37.26,13.52,107.81,43.63,41.37,40.91,23.93,17.24,21.08,32.06,208.45,105.68
Seq_192,32.59,98.23,78.58,73.97,118.81,31.13,61.81,58.41,143.56,23.77,53.74,43.05,41.05,36.20,110.24,27.52,32.66,39.37,277.98,92.55
Seq_193,18.52,82.54,30.56,16.91,20.26,22.99,0.00,34.43,21.66,17.01,44.84,48.21,23.58,47.44,16.46,33.43,31.28,11.49,56.80,31.05
Seq_194,22.29,164.78,31.29,15.80,101.21,24.46,67.56,28.61,18.31,39.71,31.53,40.02,24.10,24.81,39.81,18.69,33.37,38.86,123.37,51.23
Seq_195,36.98,118.61,39.58,20.32,43.42,42.21,40.98,37.57,21.31,12.30,78.61,59.17,46.20,24.77,24.46,45.44,28.71,25.06,92.28,38.72
Seq_196,35.57,73.01,38.73,49.89,45.84,29.05,54.76,35.88,95.63,24.39,51.81,48.64,48.10,27.87,53.91,23.82,47.03,41.44,113.75,46.91
Seq_197,35.78,0.00,18.76,24.58,57.59,48.63,0.00,18.18,12.64,13.50,59.94,22.46,46.27,24.54,33.46,25.14,35.28,28.21,93.23,48.43
Seq_198,20.87,137.47,35.29,19.16,39.13,56.49,58.36,46.43,21.68,27.29,42.02,59.46,46.58,30.25,24.89,22.06,19.67,23.96,122.93,40.63
Seq_199,35.54,202.54,84.00,25.10,63.59,39.52,108.63,42.36,27.27,22.77,74.93,139.64,19.29,37.77,37.64,17.71,44.96,37.72,125.05,117.38
Seq_200,17.36,64.38,27.40,26.00,82.00,23.14,72.37,63.90,37.22,10.83,32.66,68.76,35.59,21.62,20.65,14.69,80.47,35.45,71.73,42.06
Seq_201,14.07,0.00,26.34,16.88,63.97,61.62,38.99,22.36,19.04,16.69,44.93,24.92,82.78,17.28,21.77,33.27,28.38,22.82,41.72,90.81
Seq_202,24.62,165.06,13.82,14.77,35.98,27.90,44.71,15.17,41.00,28.03,51.12,70.61,78.37,33.95,14.60,31.71,34.42,57.89,136.50,45.34
Seq_203,24.85,269.11,28.75,24.83,60.97,25.94,132.01,32.93,37.28,18.05,73.68,66.25,42.49,58.28,21.87,39.74,44.65,20.51,249.20,84.35
Seq_204,20.36,118.53,82.61,40.01,53.64,23.11,73.57,107.19,54.96,20.91,62.86,63.32,18.03,71.56,81.11,18.72,46.34,43.61,125.11,34.29
Seq_205,29.63,146.30,38.86,31.69,62.93,16.66,60.02,24.05,31.56,11.13,55.22,50.37,38.53,58.64,11.78,42.44,22.94,33.70,67.82,139.26
Seq_206,26.88,217.75,23.69,21.63,64.76,21.54,64.43,27.49,40.87,18.07,175.02,35.18,29.24,73.08,32.95,27.37,23.08,19.00,310.40,55.05
Seq_207,30.17,40.31,20.98,23.23,33.18,14.61,64.39,14.07,15.93,22.99,69.56,20.14,47.29,86.14,23.07,25.77,29.18,31.58,130.61,93.98
Seq_208,33.74,69.28,23.41,17.10,33.81,18.36,38.63,54.22,14.60,12.16,53.76,16.50,45.39,18.82,27.40,44.16,62.33,33.62,78.32,42.06
Seq_209,21.13,119.12,37.21,16.62,33.26,28.14,33.34,24.05,29.23,17.27,255.93,37.00,51.18,53.03,34.98,28.59,62.58,23.95,93.74,56.81
Seq_210,32.70,214.76,28.83,27.27,42.36,31.88,40.01,20.60,25.90,14.97,47.52,47.07,34.10,45.30,55.88,19.67,28.59,27.60,333.16,51.58
Seq_211,17.53,0.00,38.54,22.95,56.34,15.01,49.60,32.66,44.03,32.42,186.01,65.32,23.81,34.18,13.74,31.24,96.30,26.06,89.24,30.94
Seq_212,33.14,0.00,26.35,11.15,23.30,45.13,76.91,27.39,12.73,13.03,47.18,70.76,78.24,47.42,27.70,37.35,31.56,24.23,69.81,43.23
Seq_213,28.52,128.29,33.61,25.54,57.70,30.54,75.11,60.85,43.87,31.29,62.56,38.40,48.79,27.38,28.79,19.03,32.13,46.18,130.51,47.09
Seq_214,13.77,153.12,22.87,27.00,45.71,14.96,39.28,30.17,43.57,16.17,93.62,192.41,52.26,42.70,20.19,39.83,25.22,18.44,117.95,77.34
Seq_215,21.84,62.15,42.92,27.22,56.95,44.90,42.54,16.72,18.72,9.68,59.57,63.30,27.98,39.62,36.51,15.66,22.73,39.55,31.90,33.47
Seq_216,19.68,79.15,39.78,48.91,65.70,43.20,79.76,70.09,67.92,21.73,67.86,51.63,23.69,120.49,53.75,18.79,30.76,41.64,166.05,118.55
Seq_217,20.30,123.36,28.15,28.30,31.75,19.87,58.44,20.30,17.83,17.61,110.14,29.41,48.30,51.25,62.57,15.55,24.61,38.90,42.32,43.48
Seq_218,36.25,207.37,25.52,23.09,40.38,34.42,75.92,28.31,30.04,19.38,69.43,63.98,41.73,84.80,30.12,34.40,38.06,24.32,305.97,59.58
Seq_219,30.87,89.78,22.86,58.41,47.91,19.55,48.24,49.42,70.81,22.74,60.37,50.39,69.05,22.27,27.51,34.12,43.53,29.05,130.72,41.63
Seq_220,24.78,91.75,59.05,43.56,75.41,23.21,57.47,47.32,67.55,23.58,84.25,68.42,16.76,40.84,38.79,23.21,44.65,25.85,268.88,51.10
Seq_221,13.02,81.99,30.32,14.67,73.46,25.03,35.63,34.96,32.70,10.92,55.03,79.07,25.29,35.89,12.10,26.92,25.99,19.67,64.58,37.35
Seq_222,53.47,106.59,47.05,61.24,75.58,38.08,58.12,26.82,70.86,28.58,57.32,63.24,21.27,25.03,51.14,22.82,23.83,45.07,264.91,58.35
Seq_223,26.18,358.30,36.43,23.82,39.46,41.61,72.97,24.53,41.28,18.03,68.17,41.40,65.31,41.13,25.19,33.07,33.64,26.29,143.04,72.52
Seq_224,23.92,120.50,42.86,17.93,43.36,22.74,78.80,26.96,30.61,16.09,54.40,40.17,25.70,26.66,25.09,18.07,27.87,49.70,0.00,35.99
Seq_225,20.83,94.39,41.22,16.75,45.97,26.77,33.45,48.34,43.60,12.23,51.43,23.74,33.16,27.61,16.93,18.23,32.79,28.68,0.00,73.73
Seq_226,11.23,0.00,37.21,11.58,33.08,21.44,0.00,31.08,12.20,24.17,54.99,46.47,45.52,62.10,34.22,18.72,15.30,15.50,0.00,0.00
Seq_227,29.15,102.95,15.56,41.01,61.86,25.47,45.78,22.69,21.40,14.81,32.22,26.25,34.66,30.99,33.09,33.40,22.04,27.71,94.98,63.16
Seq_228,18.06,120.13,36.00,14.72,67.35,31.61,125.55,26.04,20.91,19.66,96.75,64.81,40.42,90.32,15.41,27.13,37.71,28.80,155.10,33.04
Seq_229,10.13,0.00,26.87,12.96,22.78,13.92,0.00,19.15,12.00,24.90,88.01,20.64,46.51,19.10,40.85,25.77,33.94,14.35,0.00,0.00
Seq_230,30.24,380.75,62.38,49.78,65.52,33.61,49.16,69.61,56.65,39.55,95.61,61.45,15.51,20.72,58.91,23.94,33.47,68.83,141.75,70.26
Seq_231,38.07,0.00,18.84,26.96,27.33,27.27,45.30,19.08,19.72,16.09,64.40,15.30,94.32,25.98,30.20,27.69,46.75,31.48,43.88,51.24
Seq_232,15.58,79.76,29.11,24.56,55.61,24.47,41.10,16.99,42.77,14.47,137.50,22.17,40.29,53.09,23.31,22.06,30.27,29.05,94.42,68.04
Seq_233,33.72,264.65,45.30,44.03,64.68,33.46,75.65,24.65,22.03,17.92,154.95,48.26,22.78,30.65,87.33,28.50,24.48,31.04,82.82,41.69
Seq_234,133.13,103.34,48.21,25.26,27.63,42.29,133.62,25.01,13.40,19.23,102.02,15.97,49.86,58.84,68.90,18.71,43.88,34.25,135.63,29.97
Seq_235,20.22,63.66,60.23,161.36,123.45,32.03,72.86,62.48,85.41,41.61,66.46,31.03,63.41,31.96,54.17,46.03,26.23,114.94,77.77,46.25
Seq_236,47.74,71.02,45.30,31.81,52.29,22.85,37.81,63.64,60.75,23.95,101.69,40.02,29.72,39.13,47.31,18.64,48.71,44.07,126.22,46.29
Seq_237,15.29,63.23,37.83,30.51,63.83,23.07,36.73,63.38,49.31,16.00,107.47,130.77,28.09,21.46,23.08,23.44,42.90,26.12,57.97,48.30
Seq_238,22.88,70.04,32.48,36.29,35.85,20.02,83.82,121.40,42.74,20.09,204.95,87.23,23.99,34.39,63.52,18.68,48.68,49.50,170.24,72.64
Seq_239,14.58,157.05,32.01,32.98,69.60,22.19,58.26,62.53,95.17,12.41,103.46,61.04,23.43,48.27,27.49,38.27,28.06,30.70,74.49,85.44
Seq_240,17.66,0.00,38.35,23.66,58.13,18.39,35.14,25.11,14.36,32.33,59.17,47.70,39.07,33.62,26.02,12.59,25.06,19.33,0.00,35.73
Seq_241,20.16,0.00,38.36,23.66,58.13,18.64,35.14,25.11,14.44,32.33,59.17,47.70,39.07,33.62,25.86,12.67,24.23,19.33,0.00,35.73
Seq_242,17.84,0.00,38.35,23.66,58.13,18.39,35.14,18.62,14.36,32.33,59.17,47.70,39.07,33.62,26.02,12.62,25.06,26.44,0.00,35.73
Seq_243,17.96,0.00,38.35,23.66,58.13,23.54,35.14,21.12,14.88,32.33,59.17,47.70,39.07,33.62,23.81,13.31,23.65,24.79,0.00,35.73
Seq_244,20.28,0.00,49.28,20.21,46.13,29.57,35.65,20.02,14.32,32.81,59.63,62.52,44.72,33.71,26.29,14.35,14.21,19.31,0.00,36.05
Seq_245,14.66,177.66,42.54,21.05,31.13,29.00,138.35,43.47,72.54,27.32,58.20,29.55,26.50,51.83,22.60,25.91,39.45,18.40,99.89,52.48
Seq_246,28.73,66.05,57.04,11.43,40.99,27.69,0.00,16.55,19.47,22.70,28.93,20.57,85.20,19.34,23.01,23.66,46.02,13.70,0.00,27.61
Seq_247,53.42,0.00,22.56,21.50,52.48,20.20,0.00,40.93,11.52,21.32,41.72,47.71,36.22,26.23,17.69,18.37,66.74,27.21,66.93,52.99
Seq_248,23.18,0.00,19.18,16.22,28.66,33.32,48.55,27.88,15.45,15.91,44.48,16.42,43.22,51.67,20.78,29.19,19.50,22.35,37.30,20.87
Seq_249,33.76,60.06,26.01,32.70,80.86,83.79,98.96,55.00,38.99,23.55,237.20,51.81,26.35,26.96,53.31,13.59,38.03,29.98,232.59,68.33
Seq_250,15.96,106.53,47.81,57.34,45.73,39.56,48.34,94.06,48.80,15.58,62.26,70.35,28.37,44.36,28.37,27.56,40.67,44.18,74.93,140.64
Seq_251,13.08,0.00,38.10,24.03,56.43,34.20,33.65,17.90,14.56,30.94,57.83,32.92,42.71,33.83,25.97,16.42,22.06,26.86,0.00,34.84
Seq_252,31.87,118.73,23.68,29.92,78.48,47.49,80.28,39.99,15.97,16.25,78.27,23.06,49.12,52.08,20.28,16.19,31.97,22.65,81.56,60.08
Seq_253,26.78,95.97,28.89,23.15,86.80,36.61,80.69,29.96,19.96,22.90,112.78,53.12,34.62,65.83,106.24,32.15,28.45,31.44,136.35,131.36
Seq_254,33.57,38.20,42.22,29.28,40.03,19.69,64.37,173.57,49.53,26.45,161.41,241.22,29.54,40.16,21.95,13.72,36.93,49.78,232.21,52.55
Seq_255,26.16,59.65,34.61,35.18,35.84,23.70,90.53,40.03,72.11,22.55,59.65,50.38,42.40,35.99,33.01,20.09,33.03,39.23,100.74,36.26
Seq_256,35.85,120.48,45.24,23.78,75.96,18.89,65.01,20.62,20.75,22.79,58.74,47.17,32.83,30.02,29.94,41.64,48.34,38.70,50.28,61.94
Seq_257,24.21,72.66,47.38,42.65,103.02,30.97,50.91,108.56,61.66,19.39,210.13,94.96,15.96,42.10,36.51,17.32,29.32,33.89,209.45,66.19
Seq_258,20.14,0.00,26.50,16.77,34.54,48.50,0.00,23.93,35.63,16.93,85.52,58.31,64.93,57.94,14.19,38.70,52.04,9.88,121.56,70.23
Seq_259,37.19,92.48,35.46,21.92,66.86,45.53,66.76,25.37,39.03,26.92,58.31,29.40,17.95,39.95,58.13,24.46,27.02,25.71,104.76,63.85
Seq_260,23.13,69.28,22.34,14.09,139.38,31.35,64.62,17.45,30.84,17.38,81.89,38.42,29.28,38.52,25.22,41.18,23.14,15.50,311.44,70.73
Seq_261,23.94,134.77,31.66,39.53,101.89,44.79,132.08,49.09,31.54,42.23,138.21,101.97,38.08,68.70,32.56,20.93,27.31,23.78,204.68,86.02
Seq_262,10.52,0.00,39.97,9.66,24.19,27.69,0.00,25.97,28.36,20.57,71.01,33.87,35.62,69.07,28.28,16.20,14.49,19.49,0.00,38.25
Seq_263,29.69,64.08,39.19,35.59,59.12,30.67,59.78,86.36,20.16,23.29,108.09,40.53,26.25,38.64,40.99,18.54,26.44,35.87,401.21,86.20
Seq_264,33.93,73.15,40.55,24.76,35.61,41.74,123.76,23.74,22.26,12.57,81.45,18.14,34.44,70.14,26.65,17.71,30.36,28.43,170.08,80.30
Seq_265,11.86,45.77,46.93,15.46,36.50,20.46,0.00,16.46,13.17,8.23,25.25,44.68,31.24,17.74,21.26,31.61,15.62,19.10,50.73,55.04
Seq_266,27.78,101.39,26.81,28.29,27.84,60.38,42.16,21.24,21.90,16.30,175.45,22.29,41.69,19.83,34.10,22.07,24.57,18.39,0.00,65.11
Seq_267,35.57,126.76,25.56,19.95,35.93,48.01,57.58,24.86,20.68,23.14,76.90,30.97,42.19,51.85,31.38,20.57,35.86,42.98,86.74,32.18
Seq_268,19.39,0.00,22.49,29.23,41.17,15.87,131.40,15.75,26.32,16.45,55.28,63.73,0.00,29.51,15.40,40.43,17.96,20.59,0.00,155.80
Seq_269,19.83,247.21,48.63,61.73,44.70,27.79,47.95,58.01,166.51,20.43,46.09,92.55,19.58,60.00,25.60,17.53,20.51,39.57,164.15,72.61
Seq_270,20.95,0.00,34.78,12.55,91.17,19.56,76.41,17.24,18.77,22.64,93.47,50.20,19.83,84.07,22.98,28.33,59.12,17.41,70.66,53.59
Seq_271,22.41,68.12,29.39,23.33,42.99,25.72,78.58,26.44,32.42,18.51,64.59,51.67,39.09,66.17,26.25,43.01,29.25,24.47,154.32,103.80
Seq_272,24.12,305.01,27.46,22.01,41.72,41.50,110.93,33.55,27.87,22.79,72.47,32.75,43.94,59.01,35.16,30.27,45.19,42.68,89.81,49.85
Seq_273,26.55,132.18,22.47,25.98,30.81,19.16,39.60,27.51,34.96,22.68,64.34,56.48,26.74,65.47,19.25,19.30,38.55,19.58,147.49,68.56
Seq_274,18.36,0.00,23.99,37.36,40.65,15.49,145.60,16.03,17.74,20.19,29.82,61.12,0.00,33.19,15.43,31.72,26.57,18.00,133.88,157.34
Seq_275,17.53,69.57,22.62,30.04,45.44,40.94,72.00,27.18,38.48,20.83,122.62,82.89,29.40,39.20,16.85,36.30,42.78,26.61,94.42,67.05
Seq_276,21.47,410.74,30.36,18.77,47.00,34.91,76.75,32.40,26.59,18.18,79.80,66.03,32.40,35.97,27.25,46.98,52.67,25.36,254.71,58.51
Seq_277,27.50,87.24,36.15,31.87,62.52,31.28,94.35,39.02,44.69,22.10,50.97,40.64,39.92,33.85,44.37,23.79,57.82,36.36,147.09,57.34
Seq_278,23.72,81.90,39.73,14.66,96.56,13.49,45.10,19.50,16.58,33.51,43.18,47.74,28.14,28.68,19.27,18.54,19.99,15.98,50.75,29.61
Seq_279,17.62,322.69,37.57,17.87,57.82,17.34,90.68,50.50,35.48,12.17,169.99,128.36,28.69,64.60,18.72,48.11,35.50,25.76,187.82,49.11
Seq_280,18.00,0.00,31.31,15.86,46.69,32.75,28.64,35.98,77.20,12.99,48.84,30.10,35.33,16.59,10.97,21.27,53.81,23.57,0.00,88.05
Seq_281,37.18,69.04,35.52,33.49,54.06,23.33,66.40,126.13,95.30,25.97,109.51,79.51,18.06,77.28,34.79,18.75,34.56,62.72,262.27,53.54
Seq_282,14.95,0.00,18.36,21.32,46.71,56.96,31.96,22.80,41.08,8.46,81.48,62.71,34.83,85.94,21.43,32.74,26.77,49.48,54.46,58.08
Seq_283,55.34,112.70,33.01,18.72,44.23,40.91,39.97,15.18,19.47,18.36,65.48,21.72,46.54,81.85,27.99,16.27,76.78,22.85,72.54,82.95
Seq_284,34.67,0.00,20.63,13.77,26.63,29.97,46.36,36.29,13.92,9.91,44.72,152.64,42.38,28.09,29.98,19.90,24.78,68.37,61.57,22.30
Seq_285,14.51,358.85,36.38,29.28,77.56,15.10,58.94,68.18,56.92,14.03,152.30,78.33,37.75,42.26,23.27,86.33,27.47,20.88,133.25,75.47
Seq_286,19.50,0.00,39.89,19.78,60.68,33.34,50.07,25.22,12.04,29.06,64.19,50.16,35.69,38.35,25.80,11.64,15.18,30.49,0.00,36.30
Seq_287,17.85,162.14,86.16,26.24,54.39,40.78,72.68,60.01,56.62,17.30,56.88,24.09,37.33,32.83,40.55,26.43,32.58,29.88,0.00,99.78
Seq_288,49.02,90.92,45.41,18.57,81.95,74.84,80.84,54.70,22.10,19.79,108.06,41.07,25.43,58.98,29.15,31.76,39.64,41.55,277.94,94.68
Seq_289,31.40,109.61,56.25,58.38,87.81,29.82,33.23,55.71,113.55,22.25,80.89,23.02,22.18,40.42,64.43,20.37,26.80,71.29,68.79,39.44
Seq_290,42.53,276.22,68.18,51.59,62.33,37.58,47.45,54.54,35.22,18.22,159.49,42.24,40.18,29.27,42.75,30.47,36.09,70.62,103.28,67.98
Seq_291,23.94,330.76,216.66,124.89,269.75,11.41,188.77,218.05,165.97,271.06,463.12,313.61,164.10,175.24,128.29,112.75,213.67,200.14,356.59,293.96
Seq_292,22.19,401.34,25.39,27.34,55.07,27.54,58.90,41.18,26.47,15.89,43.71,50.13,34.17,42.63,26.28,30.42,42.75,35.33,144.02,117.05
Seq_293,18.95,0.00,17.54,22.69,61.02,55.27,52.77,29.74,16.78,20.23,75.42,30.94,41.30,21.87,21.22,22.16,42.69,48.66,0.00,50.09
Seq_294,49.11,129.59,36.70,18.30,85.50,55.00,32.05,32.76,48.24,17.93,46.39,39.02,19.59,38.79,17.15,18.28,53.49,33.69,105.86,62.66
Seq_295,43.69,115.06,75.06,42.37,43.45,18.04,100.18,59.13,74.32,26.60,53.11,48.86,32.69,28.01,39.10,21.83,98.41,74.73,95.09,87.31
Seq_296,26.90,0.00,19.92,20.03,65.60,104.94,143.94,49.29,19.58,14.38,95.07,27.96,24.97,55.87,120.67,16.66,29.29,23.66,142.64,85.74
Seq_297,31.66,191.89,29.19,37.72,42.09,50.23,62.31,23.81,28.15,17.72,117.28,35.39,28.37,49.05,33.14,36.82,29.41,39.80,222.06,38.27
Seq_298,29.76,53.38,29.24,17.85,25.91,39.20,74.11,30.17,11.93,13.85,106.01,22.43,49.58,44.45,17.74,32.11,35.65,13.61,98.38,34.58
Seq_299,22.54,0.00,33.42,39.36,66.70,45.91,96.21,69.53,38.27,31.72,112.92,43.40,31.82,79.91,66.86,27.16,46.72,27.63,100.38,148.13
Seq_300,27.30,0.00,37.21,41.15,69.76,46.96,147.07,59.64,42.70,36.45,149.63,27.09,32.31,97.46,48.00,26.74,40.33,28.67,148.27,199.89
Seq_301,11.62,0.00,54.92,41.37,88.64,18.62,36.07,25.04,30.99,13.72,130.01,24.00,24.48,25.75,25.17,50.24,23.27,29.28,0.00,54.35
Seq_302,11.62,0.00,54.92,41.37,88.64,18.62,36.07,25.04,30.99,13.72,130.01,24.00,24.48,25.75,25.17,50.24,23.04,29.28,0.00,54.35
Seq_303,16.78,537.04,50.37,45.59,81.18,39.24,78.58,63.02,77.39,39.58,65.52,33.92,17.43,28.69,59.56,14.30,27.67,54.36,262.42,177.05
Seq_304,17.48,0.00,29.41,36.69,50.68,20.48,41.07,23.95,11.05,14.59,70.72,34.44,57.51,49.36,9.48,49.52,19.88,15.03,0.00,33.23
Seq_305,11.12,0.00,50.57,31.20,87.09,18.15,40.05,37.64,21.77,13.32,127.01,24.93,24.26,35.78,22.45,85.10,37.31,26.32,0.00,52.74
Seq_306,12.73,0.00,54.22,27.59,88.01,17.79,40.05,37.62,22.75,13.43,128.01,25.02,24.25,35.75,17.36,57.67,25.85,26.34,0.00,53.45
Seq_307,12.68,0.00,54.22,27.59,88.01,18.44,43.95,39.21,22.70,13.43,128.01,25.02,24.25,35.75,22.94,72.41,25.01,19.53,0.00,53.45
Seq_308,36.48,162.23,46.66,26.53,22.28,46.47,49.62,25.34,24.27,13.38,69.96,43.26,42.77,43.35,34.97,16.68,30.90,25.07,140.62,64.41
Seq_309,54.36,169.86,31.64,29.39,98.19,61.58,75.43,23.33,21.99,21.15,81.85,27.01,44.11,51.69,45.17,19.65,33.73,34.44,319.79,106.09
Seq_310,16.24,185.09,36.80,15.19,40.29,40.09,123.19,40.94,24.00,13.43,53.17,37.79,40.94,59.22,23.65,62.20,35.47,22.35,83.84,42.60
Seq_311,33.59,59.84,45.22,18.75,46.09,34.76,68.31,19.84,13.64,16.60,55.56,40.74,28.77,40.30,57.84,18.98,25.36,38.79,86.44,68.44
Seq_312,33.99,74.88,26.24,31.05,37.35,30.82,82.90,38.20,16.14,17.76,136.18,35.87,41.91,56.00,61.52,17.81,42.31,31.20,125.53,45.78
Seq_313,19.98,0.00,24.85,24.29,46.57,20.58,100.81,31.35,24.54,19.07,69.55,37.37,54.86,56.70,38.31,41.10,26.70,28.61,299.87,53.38
Seq_314,21.88,178.77,21.85,20.49,55.44,26.81,113.82,32.10,23.10,15.88,101.76,38.07,67.99,35.72,30.87,15.94,30.34,26.31,244.93,94.46
Seq_315,35.14,125.65,21.69,29.42,34.39,27.01,141.26,17.20,20.10,12.75,78.98,17.24,63.93,52.01,36.19,55.52,28.55,30.38,145.88,37.09
Seq_316,25.37,98.68,27.76,34.41,36.80,27.16,107.34,22.77,17.44,15.45,35.43,48.36,76.67,36.50,76.21,22.37,34.29,24.17,0.00,78.24
Seq_317,29.13,0.00,43.73,28.59,72.33,24.74,68.24,29.12,8.82,23.77,66.37,59.81,37.32,29.79,24.81,31.41,19.08,34.60,92.78,36.45
Seq_318,23.93,194.12,59.21,76.69,133.37,27.56,46.01,54.51,76.77,32.09,94.01,67.91,39.53,30.49,132.73,35.40,25.90,24.34,555.54,189.72
Seq_319,15.60,307.78,28.26,28.07,36.67,44.16,111.65,52.20,30.12,24.75,109.62,25.12,45.13,47.61,19.22,33.66,32.38,24.02,143.03,67.76
Seq_320,20.15,252.48,40.28,23.78,62.16,30.06,32.88,25.84,49.63,17.92,56.84,46.47,41.02,49.69,18.46,32.02,40.63,28.66,86.54,71.88
