ID,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y
Seq_160,7.01,1.40,5.14,6.54,6.07,7.01,4.21,6.07,5.14,5.61,0.93,4.67,4.67,1.87,7.48,8.41,4.67,5.61,1.87,5.61
Seq_161,6.33,0.00,4.64,8.44,5.49,2.53,4.22,10.97,8.86,10.13,2.11,4.22,5.06,6.75,3.38,3.80,3.38,3.38,3.38,2.95
Seq_162,7.81,0.37,5.95,8.92,4.09,4.09,2.97,3.72,4.46,10.41,1.49,2.23,4.83,4.83,8.18,7.06,5.58,7.06,1.12,4.83
Seq_163,11.82,0.49,3.45,9.36,3.94,7.88,1.48,5.91,5.91,11.33,2.96,1.97,5.42,3.94,5.42,3.94,4.43,8.37,0.00,1.97
Seq_164,10.30,0.61,5.45,5.45,3.03,11.52,3.03,6.67,2.42,10.91,1.21,3.03,6.06,3.03,6.67,4.24,7.27,4.24,1.21,3.64
Seq_165,6.49,0.52,5.19,11.15,3.76,6.36,1.43,8.30,10.51,8.30,1.30,2.20,4.93,1.82,6.49,3.63,3.37,7.13,1.30,5.84
Seq_166,6.97,0.65,6.06,10.06,4.13,6.84,1.55,6.84,9.94,8.13,1.29,1.94,4.52,1.68,7.48,2.84,4.39,7.61,1.29,5.81
Seq_167,5.68,0.52,4.90,11.35,3.48,6.45,1.81,9.16,10.58,8.65,1.29,2.45,4.65,1.94,5.81,3.23,4.00,6.71,1.42,5.94
Seq_168,6.13,0.47,8.49,3.77,5.19,6.60,2.36,9.43,6.13,9.91,3.30,4.25,2.36,3.30,5.19,7.08,6.60,5.66,0.00,3.77
Seq_169,5.44,8.32,5.58,6.47,3.13,7.32,2.45,3.38,3.84,8.11,1.99,3.48,6.26,4.73,5.05,7.36,5.40,8.00,0.92,2.77
Seq_170,6.17,1.03,5.35,4.53,2.47,5.35,3.70,3.09,4.94,7.41,3.50,4.53,10.91,4.73,4.73,9.47,7.00,4.32,1.85,4.94
Seq_171,10.79,1.46,4.37,5.83,2.62,4.37,2.62,2.33,2.92,20.41,1.46,4.96,3.79,8.45,6.71,4.08,4.66,4.66,2.04,1.46
Seq_172,5.83,0.49,5.34,5.83,5.34,4.37,2.91,8.25,10.19,4.37,1.46,5.34,4.85,5.83,4.37,8.25,4.85,4.37,0.49,7.28
Seq_173,7.34,0.28,5.37,6.78,2.82,5.37,0.85,11.02,11.02,9.60,1.98,7.06,4.24,1.98,5.08,3.67,3.39,7.91,0.00,4.24
Seq_174,8.52,1.42,5.68,8.95,3.55,8.52,3.41,5.11,7.39,8.66,1.99,3.12,4.26,3.55,5.40,3.55,4.55,6.25,2.56,3.55
Seq_175,12.31,2.99,4.85,5.60,5.22,7.46,1.49,2.61,5.97,8.58,1.87,4.85,5.22,3.73,6.72,6.72,4.85,4.10,1.87,2.99
Seq_176,6.87,3.05,2.29,9.16,4.58,6.87,3.82,6.11,9.92,6.87,3.05,3.82,4.58,3.05,5.34,6.11,3.82,8.40,0.00,2.29
Seq_177,6.19,0.44,8.85,9.29,1.33,5.75,2.65,7.08,3.10,9.73,3.10,2.21,3.54,3.10,9.29,4.87,7.52,10.62,0.44,0.88
Seq_178,5.40,0.36,5.04,10.07,4.32,2.88,1.44,9.71,8.27,8.63,2.88,2.88,4.32,4.32,4.32,7.19,5.76,4.32,0.00,7.91
Seq_179,4.46,0.00,5.63,11.97,5.40,7.98,2.35,8.45,9.62,9.15,1.17,2.82,4.23,1.64,5.87,4.46,2.82,5.87,1.41,4.69
Seq_180,8.12,0.99,4.36,5.74,1.98,3.37,3.17,3.17,5.74,7.52,1.98,3.37,10.10,6.73,4.55,12.48,8.12,7.72,0.40,0.40
Seq_181,3.77,0.00,1.89,11.32,3.77,7.55,0.00,3.77,9.43,5.66,7.55,5.66,3.77,3.77,11.32,7.55,0.00,9.43,1.89,1.89
Seq_182,4.52,1.22,7.30,6.26,5.22,7.13,1.74,7.83,11.30,7.65,2.78,2.96,3.83,2.26,3.48,4.17,6.26,5.57,1.91,6.61
Seq_183,5.98,0.00,6.27,5.98,6.27,3.70,1.42,9.97,10.26,7.12,3.13,7.98,3.42,2.85,3.70,6.27,3.99,6.27,1.42,3.99
Seq_184,3.59,0.00,8.52,5.83,4.48,4.04,2.24,8.97,8.07,7.62,2.24,6.73,4.48,3.14,4.93,5.38,8.07,6.73,0.90,4.04
Seq_185,2.94,0.42,5.46,6.72,4.20,6.72,2.52,7.14,9.66,12.18,2.52,7.14,3.36,3.36,5.04,5.46,5.46,5.88,0.84,2.94
Seq_186,1.56,0.00,3.12,10.94,3.12,3.12,3.91,8.59,10.94,10.16,3.12,8.59,2.34,3.12,3.12,8.59,5.47,5.47,1.56,3.12
Seq_187,6.67,0.00,0.00,13.33,0.00,4.44,0.00,4.44,15.56,13.33,8.89,4.44,0.00,2.22,4.44,11.11,4.44,4.44,0.00,2.22
Seq_188,9.33,1.40,5.91,4.20,2.64,7.00,2.95,2.33,5.91,8.24,2.18,6.22,6.53,4.20,4.20,12.13,6.38,5.60,0.16,2.49
Seq_189,4.10,0.56,7.46,8.96,3.17,2.99,1.87,5.78,6.72,10.26,1.68,5.97,5.60,6.34,3.36,11.19,4.66,6.90,0.56,1.87
Seq_190,10.78,2.40,5.09,3.89,2.99,6.89,2.99,2.40,2.10,8.08,1.50,2.99,11.98,1.80,9.88,8.08,5.99,6.59,2.10,1.50
Seq_191,10.22,0.93,5.57,7.74,2.48,5.57,1.24,4.95,5.88,10.84,1.55,3.10,4.64,3.72,7.74,8.67,6.50,6.81,0.31,1.55
Seq_192,7.52,2.62,3.64,4.78,2.05,10.14,2.51,4.78,3.76,8.77,3.53,4.78,5.81,7.63,3.99,9.91,5.69,5.24,0.46,2.39
Seq_193,9.56,0.74,2.94,10.29,8.09,8.09,0.00,3.68,8.82,9.56,2.21,1.47,5.15,2.21,7.35,3.68,2.94,8.82,1.47,2.94
Seq_194,6.63,0.51,3.06,10.71,2.04,6.63,1.53,5.61,10.20,9.18,4.59,4.08,4.59,6.63,2.04,7.65,4.59,6.63,1.02,2.04
Seq_195,5.31,0.62,4.06,6.56,3.44,4.69,4.69,4.69,7.50,13.44,2.19,1.88,3.75,5.31,7.81,5.31,6.56,5.94,1.25,5.00
Seq_196,5.89,2.19,4.38,5.05,3.54,6.73,3.20,4.88,4.71,7.24,3.37,5.89,6.06,11.28,4.04,7.24,4.55,5.39,1.18,3.20
Seq_197,3.33,0.00,7.22,9.44,2.78,3.89,0.00,6.67,12.78,11.11,2.78,6.11,2.22,7.22,3.33,7.78,4.44,5.56,0.56,2.78
Seq_198,10.50,1.10,3.87,7.73,2.76,3.31,2.76,6.08,7.73,8.29,3.87,2.76,4.42,3.87,5.52,7.18,7.73,6.63,0.55,3.31
Seq_199,5.64,1.05,3.41,8.13,2.49,4.85,1.83,4.72,5.77,9.96,1.97,3.67,12.19,4.72,6.03,12.06,4.72,4.33,1.31,1.18
Seq_200,7.73,2.58,7.22,5.15,3.09,8.25,2.06,3.09,4.12,13.40,3.61,1.55,3.61,5.15,7.22,8.76,3.61,4.12,1.55,4.12
Seq_201,8.61,0.00,5.30,9.93,1.32,1.99,3.97,4.64,9.93,9.93,3.31,4.64,0.66,7.28,8.61,4.64,3.97,6.62,2.65,1.99
Seq_202,8.17,1.17,9.34,8.95,3.89,5.06,3.11,8.56,5.84,8.17,3.50,2.33,1.95,5.45,7.39,4.28,4.67,2.72,0.39,5.06
Seq_203,9.26,0.91,6.30,8.20,2.81,7.59,1.75,5.47,5.39,9.42,2.28,3.11,4.56,3.87,8.05,4.25,5.39,8.05,0.76,2.58
Seq_204,8.57,0.86,2.29,5.14,2.86,11.43,1.71,2.00,4.29,8.57,2.86,3.71,13.71,3.14,3.14,10.00,5.14,3.71,1.14,5.71
Seq_205,8.29,1.04,5.70,5.70,2.59,8.29,2.07,6.22,6.74,11.92,3.11,3.63,3.11,3.63,10.88,4.66,5.18,4.66,1.04,1.55
Seq_206,7.43,0.29,8.57,7.71,2.29,7.71,2.00,6.29,4.29,10.00,0.86,3.14,5.43,2.29,5.14,7.14,7.14,9.43,0.29,2.57
Seq_207,3.68,4.21,6.84,6.32,3.68,7.89,2.11,8.42,12.11,6.32,1.58,7.37,3.16,1.05,5.26,4.74,5.26,6.84,1.05,2.11
Seq_208,4.46,2.55,5.10,8.28,3.82,7.64,3.18,1.91,12.10,13.38,3.18,7.64,1.91,6.37,3.82,4.46,3.18,2.55,0.64,3.82
Seq_209,7.92,1.24,4.70,8.17,4.46,6.44,4.70,6.93,4.70,11.14,1.24,3.71,3.96,2.97,5.94,6.44,4.46,6.44,1.24,3.22
Seq_210,6.35,0.55,4.97,7.73,3.04,6.08,3.04,8.01,8.01,9.94,3.87,4.42,4.42,4.14,3.31,8.01,5.25,5.25,0.28,3.31
Seq_211,11.17,0.00,4.26,9.04,2.66,10.64,2.66,4.79,4.26,5.85,0.53,1.60,7.98,6.38,10.11,4.79,2.66,5.85,1.60,3.19
Seq_212,6.00,0.00,6.50,12.00,7.50,4.00,1.00,4.50,12.00,12.00,4.00,2.50,1.00,2.00,6.00,3.50,4.00,6.50,1.00,4.00
Seq_213,7.14,0.71,6.43,7.86,2.38,4.76,2.86,4.52,4.29,6.90,2.38,5.48,4.76,5.24,7.62,11.90,6.43,4.29,1.19,2.86
Seq_214,9.91,0.43,5.17,6.03,2.59,9.05,3.45,5.17,3.45,12.07,3.45,1.29,2.59,5.17,8.62,5.17,6.03,7.33,0.43,2.59
Seq_215,8.04,2.68,4.46,8.04,1.79,2.68,1.79,8.04,7.14,12.50,2.68,2.68,3.57,4.46,4.46,8.04,6.25,4.46,2.68,3.57
Seq_216,9.47,2.11,5.26,8.16,3.95,5.00,1.32,2.11,3.68,8.95,2.11,2.63,8.95,2.63,5.00,14.74,6.58,4.74,0.53,2.11
Seq_217,8.92,0.64,5.73,3.82,3.18,7.64,2.55,6.37,8.28,8.28,2.55,3.82,1.91,2.55,4.46,9.55,8.28,4.46,2.55,4.46
Seq_218,7.20,1.04,6.65,8.52,4.36,6.09,3.19,6.30,6.44,9.35,2.56,3.12,4.92,2.84,5.47,4.99,5.40,7.55,0.69,3.32
Seq_219,6.41,3.59,6.67,4.87,3.59,8.72,2.82,3.59,5.90,7.18,2.82,2.82,5.13,6.67,5.90,9.49,4.87,5.13,1.03,2.82
Seq_220,7.57,1.73,3.78,5.51,2.38,7.03,3.14,4.43,3.68,7.24,1.62,3.24,12.86,6.16,5.30,10.05,5.08,5.62,0.43,3.14
Seq_221,9.82,0.61,6.13,9.20,1.23,5.52,2.45,3.07,3.68,12.27,2.45,1.23,4.91,4.91,12.27,4.29,4.29,6.13,2.45,3.07
Seq_222,4.26,2.35,5.15,5.44,3.38,4.41,2.79,5.59,3.68,6.76,3.53,4.26,8.82,7.50,5.59,10.44,7.50,4.26,0.88,3.38
Seq_223,9.25,0.28,6.08,8.84,3.59,5.39,1.93,7.04,5.11,10.50,2.49,4.01,3.45,4.56,7.73,4.97,4.42,5.94,0.97,3.45
Seq_224,6.17,0.41,3.29,8.23,2.88,6.17,2.88,8.64,4.94,9.47,3.70,4.12,5.35,5.76,6.17,8.64,5.76,2.88,0.00,4.53
Seq_225,7.41,2.96,5.19,9.63,2.22,5.93,3.70,5.19,3.70,11.11,2.22,5.93,3.70,5.19,8.15,5.93,5.19,4.44,0.00,2.22
Seq_226,14.89,0.00,3.19,10.64,4.26,6.38,0.00,3.19,11.70,5.32,2.13,3.19,5.32,1.06,6.38,6.38,6.38,9.57,0.00,0.00
Seq_227,5.37,1.34,8.72,6.04,1.34,5.37,2.01,8.72,8.05,10.74,5.37,5.37,3.36,4.03,4.70,4.70,6.71,5.37,0.67,2.01
Seq_228,10.67,2.00,4.33,10.33,1.67,5.00,0.67,6.67,7.67,10.33,1.67,2.33,3.33,1.67,11.67,5.67,3.33,7.00,0.67,3.33
Seq_229,15.56,0.00,5.56,7.78,4.44,7.78,0.00,5.56,13.33,5.56,1.11,5.56,3.33,4.44,4.44,4.44,3.33,7.78,0.00,0.00
Seq_230,7.07,0.39,4.32,6.09,2.16,5.89,4.13,2.55,4.91,4.91,2.16,3.14,13.75,8.84,4.13,10.02,6.68,4.13,0.98,3.73
Seq_231,4.45,0.00,7.29,6.48,4.86,6.07,2.83,6.48,7.69,9.72,2.43,8.50,1.62,4.45,6.07,5.26,3.64,7.29,2.83,2.02
Seq_232,10.14,1.05,5.24,6.64,3.15,5.59,2.45,7.69,3.50,11.19,1.05,7.69,3.50,3.50,6.99,6.99,4.90,5.24,0.70,2.80
Seq_233,5.69,0.61,4.11,5.07,2.80,4.46,2.54,6.30,8.57,10.94,1.49,4.90,7.70,5.95,3.24,5.95,7.09,6.47,1.92,4.20
Seq_234,3.04,1.01,4.30,7.09,5.82,3.54,1.01,9.11,13.16,8.10,1.77,11.14,2.53,3.04,2.53,7.85,4.56,4.56,1.01,4.81
Seq_235,14.40,1.54,3.60,3.34,1.54,16.71,3.34,3.34,3.86,5.14,2.31,6.17,3.34,5.66,4.88,7.20,5.91,2.57,1.29,3.86
Seq_236,4.52,3.01,3.44,6.02,3.87,5.81,4.95,3.01,5.16,7.74,2.37,5.59,9.89,4.52,3.87,10.11,4.30,6.67,1.72,3.44
Seq_237,9.86,2.32,4.06,5.51,3.19,6.67,3.77,2.90,3.48,11.01,1.45,1.45,6.67,7.25,7.83,7.54,4.06,5.51,2.90,2.61
Seq_238,7.37,3.69,5.53,4.02,5.53,8.04,1.51,2.68,4.52,10.89,1.01,1.51,10.05,4.36,5.03,11.56,5.86,3.85,0.67,2.35
Seq_239,10.06,1.27,6.67,5.83,2.86,7.42,3.28,2.75,2.54,13.14,1.69,2.12,7.31,3.50,6.99,5.30,6.04,6.99,2.22,2.01
Seq_240,11.11,0.00,2.38,5.56,1.59,5.56,2.38,5.56,15.87,4.76,2.38,2.38,4.76,2.38,6.35,10.32,6.35,6.35,0.00,3.97
Seq_241,9.52,0.00,2.38,5.56,1.59,5.56,2.38,5.56,16.67,4.76,2.38,2.38,4.76,2.38,5.56,11.11,7.14,6.35,0.00,3.97
Seq_242,9.52,0.00,2.38,5.56,1.59,5.56,2.38,6.35,15.87,4.76,2.38,2.38,4.76,2.38,6.35,11.90,6.35,5.56,0.00,3.97
Seq_243,8.73,0.00,2.38,5.56,1.59,5.56,2.38,5.56,15.08,4.76,2.38,2.38,4.76,2.38,7.14,11.90,7.14,6.35,0.00,3.97
Seq_244,7.87,0.00,1.57,6.30,2.36,4.72,2.36,7.09,15.75,4.72,2.36,0.79,2.36,2.36,6.30,14.17,7.87,7.09,0.00,3.94
Seq_245,10.03,0.59,3.54,7.96,5.01,6.49,0.88,3.83,1.77,9.73,2.36,5.01,5.90,4.42,9.14,6.19,4.72,7.96,1.47,2.95
Seq_246,4.72,0.79,5.51,11.02,3.94,3.94,0.00,7.87,5.51,7.87,5.51,7.09,2.36,7.09,4.72,7.09,3.15,7.87,0.00,3.94
Seq_247,2.36,0.00,8.66,7.09,1.57,5.51,0.00,4.72,14.96,5.51,3.94,1.57,4.72,5.51,6.30,16.54,1.57,6.30,1.57,1.57
Seq_248,4.80,0.00,4.80,7.20,5.60,3.20,2.40,4.00,9.60,7.20,4.00,5.60,3.20,2.40,8.80,5.60,6.40,6.40,3.20,5.60
Seq_249,6.15,2.28,6.15,8.43,2.96,3.64,2.05,2.96,5.69,8.43,0.91,4.10,7.97,5.47,5.92,14.35,3.87,5.47,0.46,2.73
Seq_250,9.74,2.09,2.78,4.87,4.18,6.26,3.94,1.62,4.64,10.90,2.55,3.02,11.14,4.18,6.26,9.28,4.41,5.10,2.09,0.93
Seq_251,11.38,0.00,2.44,4.88,1.63,4.07,2.44,7.32,17.07,4.88,2.44,3.25,3.25,2.44,5.69,9.76,8.13,4.88,0.00,4.07
Seq_252,5.17,0.91,5.78,4.56,3.04,3.95,1.52,5.78,8.81,10.03,2.43,6.38,3.95,3.34,10.03,9.12,3.95,6.08,1.82,3.34
Seq_253,7.68,2.01,6.58,7.13,1.83,9.87,2.01,4.94,9.87,7.86,1.10,4.39,4.94,4.20,4.39,6.76,6.03,6.76,0.73,0.91
Seq_254,8.27,4.49,3.55,5.91,4.02,10.17,4.96,1.18,6.62,7.80,0.95,0.47,6.62,3.78,7.33,12.53,4.02,4.02,0.47,2.84
Seq_255,6.27,2.47,4.56,6.27,3.61,7.03,1.71,3.99,6.08,7.22,2.85,4.18,6.27,4.75,5.70,8.94,6.65,6.65,1.14,3.61
Seq_256,4.81,1.18,3.72,8.72,2.54,8.72,2.27,8.99,8.54,7.90,2.36,3.63,5.18,5.99,5.09,3.72,4.90,5.27,2.91,3.54
Seq_257,7.21,2.23,4.03,5.20,2.01,6.47,3.71,2.76,3.39,8.70,0.95,2.65,14.10,4.03,4.98,11.98,5.94,5.83,0.64,3.18
Seq_258,8.97,0.00,6.41,12.39,3.85,5.56,0.00,5.13,4.27,10.68,1.28,2.99,2.99,2.56,9.83,3.85,3.42,13.68,0.43,1.71
Seq_259,4.58,1.15,5.44,8.02,2.01,3.72,2.01,5.73,8.02,5.44,2.87,5.16,9.17,3.44,5.44,10.32,6.30,6.88,2.29,2.01
Seq_260,6.99,1.22,6.38,10.94,1.22,6.08,2.43,7.29,4.86,11.55,1.52,2.74,4.86,3.04,6.99,5.17,5.78,9.12,0.30,1.52
Seq_261,9.16,0.76,6.87,5.73,2.29,2.67,0.38,5.73,7.25,5.34,1.91,3.44,9.92,3.05,4.96,15.65,4.20,8.78,0.76,1.15
Seq_262,12.33,0.00,4.11,12.33,5.48,4.11,0.00,4.11,5.48,8.22,1.37,8.22,1.37,1.37,8.22,6.85,6.85,8.22,0.00,1.37
Seq_263,6.58,3.15,5.25,6.01,3.24,6.30,3.44,2.10,8.59,7.35,2.10,4.39,8.59,4.48,4.58,9.92,5.92,5.15,0.29,2.58
Seq_264,4.51,2.01,4.01,6.27,5.76,3.76,1.00,7.52,7.77,13.28,2.51,8.27,3.01,2.26,6.52,9.77,4.51,4.26,1.25,1.75
Seq_265,11.27,1.41,1.41,5.63,2.82,5.63,0.00,5.63,11.27,11.27,4.23,1.41,2.82,8.45,8.45,2.82,8.45,4.23,1.41,1.41
Seq_266,5.26,0.53,5.79,6.32,4.74,3.16,3.16,8.95,9.47,8.42,1.05,4.74,2.11,6.32,6.32,6.32,5.79,8.42,0.00,3.16
Seq_267,4.00,1.50,6.50,7.75,5.75,4.50,2.50,7.25,7.75,7.75,2.75,5.25,3.50,3.25,5.25,7.75,5.25,5.50,1.75,4.50
Seq_268,8.65,0.00,8.65,5.95,2.70,8.11,1.08,8.11,6.49,8.65,2.70,1.62,0.00,5.41,10.81,5.95,6.49,7.57,0.00,1.08
Seq_269,8.65,0.67,3.99,3.33,3.10,6.87,2.66,2.66,2.00,7.54,2.88,3.33,11.97,4.21,7.10,12.86,7.32,4.88,0.67,3.33
Seq_270,7.86,0.00,5.68,10.04,2.18,8.30,0.87,10.48,7.86,8.30,1.75,2.18,5.24,0.87,6.11,4.80,3.06,8.73,1.75,3.93
Seq_271,8.83,1.71,5.70,6.55,3.70,6.55,2.56,6.27,5.70,10.83,2.85,2.28,4.84,3.70,9.12,4.56,4.84,6.84,1.14,1.42
Seq_272,8.91,0.31,7.66,8.91,4.69,5.00,1.72,5.47,7.66,8.59,2.50,5.47,3.44,3.44,6.56,6.41,3.28,5.00,1.56,3.44
Seq_273,6.83,0.72,7.55,5.04,3.96,9.71,2.88,4.32,3.96,8.63,2.52,2.88,5.40,3.24,7.19,8.27,3.96,8.99,0.72,3.24
Seq_274,8.20,0.00,8.20,4.92,2.73,8.20,0.55,7.65,7.65,7.65,4.37,3.28,0.00,5.46,9.29,7.65,4.37,8.20,0.55,1.09
Seq_275,10.26,1.84,6.13,6.74,3.37,5.67,2.60,5.51,5.82,9.49,1.23,2.76,6.13,5.05,7.81,4.75,4.29,6.89,1.23,2.45
Seq_276,9.23,0.23,5.58,10.25,3.76,5.13,1.94,5.47,7.18,11.39,2.51,2.85,4.33,4.33,6.26,3.99,4.67,7.18,0.57,3.19
Seq_277,7.38,2.74,5.91,5.49,2.74,5.91,2.53,5.70,5.27,10.97,3.38,3.59,6.33,5.06,6.12,7.81,4.22,5.49,0.63,2.74
Seq_278,4.63,0.93,3.70,10.19,0.93,7.41,3.70,5.56,6.48,4.63,4.63,1.85,5.56,4.63,7.41,5.56,4.63,7.41,1.85,8.33
Seq_279,10.09,0.17,5.39,9.91,2.43,8.87,2.09,2.96,5.57,13.74,1.57,1.39,5.57,2.61,8.87,3.48,3.65,7.30,1.22,3.13
Seq_280,11.11,0.00,3.70,9.26,1.85,2.78,4.63,3.70,1.85,14.81,2.78,2.78,3.70,9.26,11.11,7.41,3.70,4.63,0.00,0.93
Seq_281,8.07,2.48,4.35,4.55,3.11,8.28,4.35,1.24,3.73,8.90,1.66,2.48,12.84,2.90,6.42,11.59,6.21,3.52,0.83,2.48
Seq_282,7.91,0.00,10.17,7.34,1.69,2.82,4.52,5.65,3.95,15.82,2.26,2.26,4.52,2.26,6.21,6.78,5.65,5.08,1.69,3.39
Seq_283,2.42,1.04,5.88,8.65,3.46,4.50,3.46,8.65,8.65,10.73,2.42,7.27,2.77,1.04,5.19,10.38,2.42,7.96,1.38,1.73
Seq_284,4.95,0.00,6.04,8.79,4.95,4.95,2.20,5.49,9.89,13.74,3.30,0.55,2.75,4.40,3.85,9.34,6.04,2.20,1.65,4.95
Seq_285,13.15,0.14,5.03,6.43,2.80,10.49,2.52,2.24,3.22,12.73,2.24,2.52,5.03,3.92,6.99,3.78,6.15,7.83,0.84,1.96
Seq_286,13.74,0.00,2.29,6.11,1.53,3.05,1.53,6.11,15.27,4.58,1.53,2.29,3.82,3.05,4.58,13.74,9.16,3.82,0.00,3.82
Seq_287,9.41,0.70,1.74,7.67,3.14,5.23,2.09,3.14,4.88,9.41,4.18,7.67,8.71,6.62,4.88,8.01,5.92,4.53,0.00,2.09
Seq_288,6.14,1.54,4.99,9.79,3.65,3.07,3.07,4.22,8.25,9.02,1.54,4.03,7.68,2.88,7.29,9.02,4.99,4.80,0.77,3.26
Seq_289,6.02,1.16,3.70,5.09,2.55,6.25,4.63,3.70,4.40,7.87,3.01,6.25,8.33,3.94,3.47,12.73,6.25,5.32,1.85,3.47
Seq_290,13.03,0.98,2.61,6.51,2.28,6.19,4.89,1.95,4.89,9.77,1.30,4.56,6.84,5.21,6.84,11.40,4.56,2.28,1.30,2.61
Seq_291,15.76,0.94,3.59,4.21,1.87,38.53,1.09,1.40,2.03,2.34,0.78,1.09,6.40,1.87,7.80,4.52,1.87,2.65,0.47,0.78
Seq_292,9.04,0.27,6.38,7.58,2.26,6.65,2.26,5.72,5.85,11.44,3.99,3.32,5.59,3.59,7.05,6.12,4.26,5.85,0.80,1.99
Seq_293,8.75,0.00,9.38,8.75,1.88,2.50,3.75,3.75,6.88,6.88,1.88,4.38,3.12,8.12,8.75,13.75,3.12,1.88,0.00,2.50
Seq_294,3.51,0.62,4.54,8.66,2.27,3.71,5.36,4.74,3.92,9.48,3.30,4.74,9.48,4.74,8.66,8.87,4.74,4.33,1.65,2.68
Seq_295,6.28,1.69,5.07,5.07,5.31,13.53,1.21,2.90,5.07,5.31,4.11,6.28,4.35,5.80,4.59,9.90,3.62,6.52,1.45,1.93
Seq_296,6.76,0.00,7.83,8.54,3.91,2.14,1.42,3.20,8.19,9.61,1.78,4.63,7.12,2.85,4.63,11.03,7.12,7.47,0.36,1.42
Seq_297,5.56,1.29,5.82,5.82,4.14,3.43,2.91,7.11,7.05,9.18,1.87,5.75,6.08,4.33,6.21,5.88,7.50,5.04,0.71,4.33
Seq_298,2.78,0.93,4.63,6.48,6.48,5.56,1.85,6.48,12.04,8.33,0.93,8.33,2.78,1.85,9.26,6.48,2.78,8.33,0.93,2.78
Seq_299,10.59,0.00,5.56,5.21,3.30,10.94,2.26,2.95,9.03,4.69,1.74,6.08,5.56,3.82,5.21,7.99,5.03,7.81,1.39,0.87
Seq_300,10.14,0.00,7.73,4.81,2.41,10.82,1.89,3.95,8.08,4.30,1.37,6.36,5.84,3.78,5.15,9.11,4.12,7.90,1.20,1.03
Seq_301,14.39,0.00,2.27,3.79,0.76,10.61,2.27,5.30,8.33,12.88,0.76,6.06,3.79,4.55,7.58,6.06,3.79,4.55,0.00,2.27
Seq_302,14.39,0.00,2.27,3.79,0.76,10.61,2.27,5.30,8.33,12.88,0.76,6.06,3.79,4.55,7.58,6.06,3.79,4.55,0.00,2.27
Seq_303,10.27,0.57,5.37,3.54,3.42,5.71,2.17,2.17,2.85,5.48,2.97,5.59,9.70,6.96,6.28,13.70,6.74,4.22,0.91,1.37
Seq_304,6.80,0.00,2.91,3.88,1.94,16.50,1.94,5.83,10.68,7.77,1.94,1.94,0.97,1.94,13.59,1.94,6.80,8.74,0.00,3.88
Seq_305,13.95,0.00,2.33,4.65,0.78,10.08,2.33,4.65,10.85,12.40,0.78,4.65,3.88,3.88,9.30,3.88,3.10,6.20,0.00,2.33
Seq_306,12.31,0.00,1.54,5.38,0.77,10.77,3.08,4.62,10.00,12.31,0.77,4.62,3.85,3.85,10.00,3.85,3.85,6.15,0.00,2.31
Seq_307,12.31,0.00,1.54,5.38,0.77,10.77,1.54,3.85,10.00,12.31,0.77,4.62,3.85,3.85,9.23,5.38,4.62,6.92,0.00,2.31
Seq_308,5.28,1.67,3.89,6.67,6.39,3.33,2.50,5.83,6.94,11.94,2.50,4.44,3.89,4.17,6.94,10.00,4.44,5.28,1.39,2.50
Seq_309,3.34,0.99,5.58,7.57,3.60,3.55,2.19,8.04,7.93,10.86,2.14,7.88,4.65,4.02,4.12,9.71,5.01,5.79,0.68,2.35
Seq_310,9.09,0.38,5.30,12.50,4.17,3.03,1.14,4.55,10.98,12.50,2.27,3.41,3.79,2.27,4.92,2.27,3.79,8.71,1.52,3.41
Seq_311,5.63,2.35,4.69,9.86,2.82,3.29,2.82,7.98,11.74,7.51,2.82,2.82,5.63,3.76,2.82,9.86,6.57,2.82,1.88,2.35
Seq_312,5.06,2.69,6.96,6.17,4.43,5.22,1.90,6.65,10.60,9.81,1.58,4.27,3.16,3.64,3.80,9.34,5.06,5.38,1.27,3.01
Seq_313,7.42,0.00,6.65,7.57,3.71,9.43,1.70,5.56,8.66,8.96,2.47,5.41,2.78,2.47,4.95,4.48,7.26,6.65,0.77,3.09
Seq_314,6.91,0.30,6.31,8.11,3.60,5.11,1.20,6.91,8.71,9.61,2.10,4.20,3.30,5.71,7.21,9.01,4.80,5.71,0.30,0.90
Seq_315,4.91,0.45,6.70,6.70,4.46,7.59,0.89,9.82,8.04,10.71,1.79,7.14,2.23,2.68,5.80,4.91,4.46,6.25,0.45,4.02
Seq_316,7.36,1.16,5.43,6.59,4.65,4.65,0.78,7.36,12.40,10.85,3.49,5.04,1.94,3.49,2.71,8.14,5.43,5.81,0.00,2.71
Seq_317,8.06,0.00,4.03,12.10,0.81,6.45,1.61,4.03,15.32,11.29,1.61,2.42,3.23,3.23,5.65,4.84,7.26,3.23,2.42,2.42
Seq_318,9.12,1.20,3.44,2.58,1.03,7.23,3.44,4.48,4.48,7.23,1.89,2.75,4.99,19.79,2.41,8.43,7.92,6.54,0.17,0.86
Seq_319,10.71,0.64,5.14,6.64,4.50,4.93,1.93,4.93,4.93,10.28,1.71,6.21,4.50,4.93,7.71,5.14,5.35,6.42,1.07,2.36
Seq_320,8.33,0.95,3.33,6.19,2.38,5.71,4.52,6.67,6.43,9.76,3.33,4.52,5.95,3.10,8.57,6.43,4.05,4.76,1.90,3.10
